Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE POIZ RESIDENCES,"1,235,000",581.26,"2,125",May-25,MEYAPPA CHETTIAR ROAD,Resale,Strata,54,"22,870",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,06 to 10
PENROSE,"1,910,000",936.47,"2,040",May-25,SIMS DRIVE,Sub Sale,Strata,87,"21,954",-,Apartment,1,99 yrs lease commencing from 2019,14,Rest of Central Region,06 to 10
THE NAVIAN,"1,628,888",925.7,"1,760",May-25,JALAN EUNOS,Resale,Strata,86,"18,941",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05
PARC ESTA,"1,615,000",699.66,"2,308",May-25,SIMS AVENUE,Resale,Strata,65,"24,846",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
SIMS URBAN OASIS,"1,870,000",958,"1,952",May-25,SIMS DRIVE,Resale,Strata,89,"21,011",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,11 to 15
NIN RESIDENCE,"1,540,000",990.29,"1,555",May-25,PHENG GECK AVENUE,Resale,Strata,92,"16,739",-,Apartment,1,99 yrs lease commencing from 2010,13,Rest of Central Region,01 to 05
SANT RITZ,"2,000,000","1,097.93","1,822",May-25,PHENG GECK AVENUE,Resale,Strata,102,"19,608",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,06 to 10
BARTLEY RIDGE,"1,600,000",850.36,"1,882",May-25,MOUNT VERNON ROAD,Resale,Strata,79,"20,253",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,11 to 15
THE TRE VER,"960,000",505.91,"1,898",May-25,POTONG PASIR AVENUE 1,Sub Sale,Strata,47,"20,426",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,16 to 20
BARTLEY RIDGE,"850,000",462.85,"1,836",May-25,MOUNT VERNON ROAD,Resale,Strata,43,"19,767",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,16 to 20
PARK PLACE RESIDENCES AT PLQ,"1,650,000",678.13,"2,433",May-25,PAYA LEBAR ROAD,Resale,Strata,63,"26,190",-,Apartment,1,99 yrs lease commencing from 2015,14,Rest of Central Region,01 to 05
PENROSE,"2,288,888",979.52,"2,337",May-25,SIMS DRIVE,Sub Sale,Strata,91,"25,153",-,Apartment,1,99 yrs lease commencing from 2019,14,Rest of Central Region,16 to 20
PARC ESTA,"1,190,000",527.44,"2,256",May-25,SIMS AVENUE,Resale,Strata,49,"24,286",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,06 to 10
CANNE LODGE,"1,950,000","1,420.85","1,372",May-25,LORONG 3 GEYLANG,Resale,Strata,132,"14,773",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
PARC ESTA,"1,640,000",710.42,"2,308",May-25,SIMS AVENUE,Resale,Strata,66,"24,848",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,16 to 20
PARK COLONIAL,"2,680,000","1,022.58","2,621",May-25,WOODLEIGH LANE,Resale,Strata,95,"28,211",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
PARK PLACE RESIDENCES AT PLQ,"1,535,000",667.37,"2,300",May-25,PAYA LEBAR ROAD,Resale,Strata,62,"24,758",-,Apartment,1,99 yrs lease commencing from 2015,14,Rest of Central Region,06 to 10
BARTLEY RIDGE,"1,910,000",968.76,"1,972",May-25,MOUNT VERNON ROAD,Resale,Strata,90,"21,222",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,11 to 15
PARK COLONIAL,"1,390,000",602.78,"2,306",May-25,WOODLEIGH LANE,Resale,Strata,56,"24,821",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15
PENANG SERVICE APARTMENTS,"1,238,888","1,011.82","1,224",May-25,LORONG 34 GEYLANG,Resale,Strata,94,"13,180",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE TRE VER,"1,463,000",742.72,"1,970",May-25,POTONG PASIR AVENUE 1,Sub Sale,Strata,69,"21,203",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,06 to 10
PARC ESTA,"2,163,000",904.18,"2,392",May-25,SIMS AVENUE,Resale,Strata,84,"25,750",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,06 to 10
SANT RITZ,"1,265,000",656.6,"1,927",May-25,PHENG GECK AVENUE,Resale,Strata,61,"20,738",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,06 to 10
PENROSE,"1,568,000",710.42,"2,207",May-25,SIMS DRIVE,Sub Sale,Strata,66,"23,758",-,Apartment,1,99 yrs lease commencing from 2019,14,Rest of Central Region,11 to 15
WINDY HEIGHTS,"3,200,000","2,475.72","1,293",May-25,JALAN DAUD,Resale,Strata,230,"13,913",-,Condominium,1,Freehold,14,Outside Central Region,06 to 10
SUITES 28,"868,888","1,054.87",824,May-25,LORONG 30 GEYLANG,Resale,Strata,98,"8,866",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
THE POIZ RESIDENCES,"1,200,000",850.36,"1,411",May-25,MEYAPPA CHETTIAR ROAD,Resale,Strata,79,"15,190",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,16 to 20
SANT RITZ,"948,000",527.44,"1,797",May-25,PHENG GECK AVENUE,Resale,Strata,49,"19,347",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,16 to 20
GUILLEMARD EDGE,"1,050,000",775.01,"1,355",May-25,LORONG 30 GEYLANG,Resale,Strata,72,"14,583",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
BARTLEY RIDGE,"860,000",495.14,"1,737",May-25,MOUNT VERNON ROAD,Resale,Strata,46,"18,696",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,01 to 05
ESTA RUBY,"1,700,000",958,"1,775",May-25,GUILLEMARD ROAD,Resale,Strata,89,"19,101",-,Apartment,1,Freehold,14,Rest of Central Region,16 to 20
THE TRE VER,"1,450,000",699.66,"2,072",May-25,POTONG PASIR AVENUE 1,Sub Sale,Strata,65,"22,308",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,16 to 20
# 1 SUITES,"719,888",559.73,"1,286",May-25,LORONG 20 GEYLANG,Resale,Strata,52,"13,844",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE POIZ RESIDENCES,"830,000",419.8,"1,977",Apr-25,MEYAPPA CHETTIAR ROAD,Resale,Strata,39,"21,282",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,06 to 10
THE GATZ,"1,980,000","1,054.87","1,877",Apr-25,LORONG 32 GEYLANG,Resale,Strata,98,"20,204",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
PENROSE,"930,000",473.62,"1,964",Apr-25,SIMS DRIVE,Sub Sale,Strata,44,"21,136",-,Apartment,1,99 yrs lease commencing from 2019,14,Rest of Central Region,01 to 05
CENTRA LOFT,"800,000",484.38,"1,652",Apr-25,LORONG 35 GEYLANG,Resale,Strata,45,"17,778",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
BARTLEY RIDGE,"1,858,000",968.76,"1,918",Apr-25,MOUNT VERNON ROAD,Resale,Strata,90,"20,644",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,06 to 10
PENROSE,"2,130,000",936.47,"2,275",Apr-25,SIMS DRIVE,Sub Sale,Strata,87,"24,483",-,Apartment,1,99 yrs lease commencing from 2019,14,Rest of Central Region,06 to 10
PENROSE,"946,000",473.62,"1,997",Apr-25,SIMS DRIVE,Sub Sale,Strata,44,"21,500",-,Apartment,1,99 yrs lease commencing from 2019,14,Rest of Central Region,06 to 10
SIMS URBAN OASIS,"1,964,000",958,"2,050",Apr-25,SIMS DRIVE,Resale,Strata,89,"22,067",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,16 to 20
D' PALMA,"1,580,000","1,001.05","1,578",Apr-25,LORONG MYDIN,Resale,Strata,93,"16,989",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05
PENROSE,"1,790,000",807.3,"2,217",Apr-25,SIMS DRIVE,Sub Sale,Strata,75,"23,867",-,Apartment,1,99 yrs lease commencing from 2019,14,Rest of Central Region,11 to 15
ASTORIA PARK,"1,550,000","1,173.28","1,321",Apr-25,LORONG MYDIN,Resale,Strata,109,"14,220",-,Condominium,1,99 yrs lease commencing from 1993,14,Outside Central Region,01 to 05
THE TRE VER,"2,300,000","1,097.93","2,095",Apr-25,POTONG PASIR AVENUE 1,Sub Sale,Strata,102,"22,549",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,16 to 20
THE POIZ RESIDENCES,"848,000",419.8,"2,020",Apr-25,MEYAPPA CHETTIAR ROAD,Resale,Strata,39,"21,744",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,16 to 20
PENROSE,"1,585,000",710.42,"2,231",Apr-25,SIMS DRIVE,Sub Sale,Strata,66,"24,015",-,Apartment,1,99 yrs lease commencing from 2019,14,Rest of Central Region,11 to 15
THE HELICONIA,"1,850,000","1,345.5","1,375",Apr-25,JALAN DAUD,Resale,Strata,125,"14,800",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
SIMS RESIDENCES,"1,650,000","1,420.85","1,161",Apr-25,LORONG 39 GEYLANG,Resale,Strata,132,"12,500",-,Apartment,1,99 yrs lease commencing from 1997,14,Rest of Central Region,01 to 05
PARC ESTA,"1,000,000",452.09,"2,212",Apr-25,SIMS AVENUE,Resale,Strata,42,"23,810",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,06 to 10
PARC ESTA,"1,620,000",699.66,"2,315",Apr-25,SIMS AVENUE,Resale,Strata,65,"24,923",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
SIMS GREEN,"1,100,000",958,"1,148",Apr-25,LORONG 27A GEYLANG,Resale,Strata,89,"12,360",-,Apartment,1,99 yrs lease commencing from 2001,14,Rest of Central Region,01 to 05
PENROSE,"1,345,000",645.84,"2,083",Apr-25,SIMS DRIVE,Sub Sale,Strata,60,"22,417",-,Apartment,1,99 yrs lease commencing from 2019,14,Rest of Central Region,16 to 20
THE WOODLEIGH RESIDENCES,"1,580,000",699.66,"2,258",Apr-25,BIDADARI PARK DRIVE,Sub Sale,Strata,65,"24,308",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,01 to 05
CENTRAL IMPERIAL,"718,000",548.96,"1,308",Apr-25,LORONG 14 GEYLANG,Resale,Strata,51,"14,078",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
WINDY HEIGHTS,"3,158,000","2,475.72","1,276",Apr-25,JALAN DAUD,Resale,Strata,230,"13,730",-,Condominium,1,Freehold,14,Outside Central Region,06 to 10
SMART SUITES,"716,888",452.09,"1,586",Apr-25,SIMS AVENUE,Resale,Strata,42,"17,069",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE POIZ RESIDENCES,"1,720,000",775.01,"2,219",Apr-25,MEYAPPA CHETTIAR ROAD,Resale,Strata,72,"23,889",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,11 to 15
DENG FU VILLE,"2,358,000","1,420.85","1,660",Apr-25,KAMPONG EUNOS,Resale,Strata,132,"17,864",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05
PARC ESTA,"2,390,000",958,"2,495",Apr-25,SIMS AVENUE,Resale,Strata,89,"26,854",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
THE TRE VER,"1,478,888",753.48,"1,963",Apr-25,POTONG PASIR AVENUE 1,Sub Sale,Strata,70,"21,127",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,11 to 15
EUHABITAT,"808,000",624.31,"1,294",Apr-25,JALAN EUNOS,Resale,Strata,58,"13,931",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
THE TRE VER,"1,350,000",742.72,"1,818",Apr-25,POTONG PASIR AVENUE 1,Sub Sale,Strata,69,"19,565",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,01 to 05
D' CASITA,"2,050,000","1,453.14","1,411",Apr-25,LORONG MARZUKI,Resale,Strata,135,"15,185",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05
GUILLEMARD SUITES,"820,324",538.2,"1,524",Apr-25,GUILLEMARD ROAD,Resale,Strata,50,"16,406",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
MYRA,"3,200,000","1,313.21","2,437",Apr-25,MEYAPPA CHETTIAR ROAD,Resale,Strata,122,"26,230",-,Apartment,1,Freehold,13,Rest of Central Region,11 to 15
NIN RESIDENCE,"1,580,000","1,011.82","1,562",Apr-25,PHENG GECK AVENUE,Resale,Strata,94,"16,809",-,Apartment,1,99 yrs lease commencing from 2010,13,Rest of Central Region,01 to 05
GUILLEMARD EDGE,"712,000",409.03,"1,741",Apr-25,LORONG 30 GEYLANG,Resale,Strata,38,"18,737",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
SANT RITZ,"940,000",527.44,"1,782",Apr-25,PHENG GECK AVENUE,Resale,Strata,49,"19,184",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,16 to 20
PARC MONDRIAN,"2,200,000","1,184.04","1,858",Apr-25,WOODLEIGH CLOSE,Resale,Strata,110,"20,000",-,Apartment,1,Freehold,13,Rest of Central Region,01 to 05
THE WATERINA,"2,700,000","1,334.74","2,023",Apr-25,LORONG 40 GEYLANG,Resale,Strata,124,"21,774",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
PENROSE,"1,330,000",645.84,"2,059",Apr-25,SIMS DRIVE,Sub Sale,Strata,60,"22,167",-,Apartment,1,99 yrs lease commencing from 2019,14,Rest of Central Region,06 to 10
BARTLEY RIDGE,"1,938,000",968.76,"2,000",Apr-25,MOUNT VERNON ROAD,Resale,Strata,90,"21,533",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,11 to 15
MERA EAST,"2,025,000","1,496.2","1,353",Apr-25,CHANGI ROAD,Resale,Strata,139,"14,568",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05
TRE RESIDENCES,"990,000",570.49,"1,735",Apr-25,GEYLANG EAST AVENUE 1,Resale,Strata,53,"18,679",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,06 to 10
THE HELICONIA,"1,720,000","1,302.44","1,321",Apr-25,JALAN DAUD,Resale,Strata,121,"14,215",-,Condominium,1,Freehold,14,Outside Central Region,06 to 10
PARK COLONIAL,"1,330,000",602.78,"2,206",Apr-25,WOODLEIGH LANE,Resale,Strata,56,"23,750",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,01 to 05
VACANZA @ EAST,"2,030,000","1,259.39","1,612",Apr-25,LENGKONG TUJOH,Resale,Strata,117,"17,350",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
THE HELICONIA,"1,850,000","1,334.74","1,386",Apr-25,JALAN DAUD,Resale,Strata,124,"14,919",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
BARTLEY RIDGE,"1,950,000",968.76,"2,013",Apr-25,MOUNT VERNON ROAD,Resale,Strata,90,"21,667",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,06 to 10
PAVILION SQUARE,"631,888",398.27,"1,587",Apr-25,GEYLANG ROAD,Resale,Strata,37,"17,078",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
NIN RESIDENCE,"1,510,000",850.36,"1,776",Apr-25,PHENG GECK AVENUE,Resale,Strata,79,"19,114",-,Apartment,1,99 yrs lease commencing from 2010,13,Rest of Central Region,11 to 15
PARC ESTA,"936,000",419.8,"2,230",Apr-25,SIMS AVENUE,Resale,Strata,39,"24,000",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,06 to 10
SIMS URBAN OASIS,"825,000",409.03,"2,017",Apr-25,SIMS DRIVE,Resale,Strata,38,"21,711",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,11 to 15
PARK COLONIAL,"1,650,000",828.83,"1,991",Apr-25,WOODLEIGH LANE,Resale,Strata,77,"21,429",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15
SINGA HILLS,"1,150,000",667.37,"1,723",Apr-25,JALAN SINGA,Resale,Strata,62,"18,548",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05
CENTRA RESIDENCE,"800,000",505.91,"1,581",Apr-25,LORONG 7 GEYLANG,Resale,Strata,47,"17,021",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
PARC ESTA,"2,230,000",925.7,"2,409",Apr-25,SIMS AVENUE,Resale,Strata,86,"25,930",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,06 to 10
SILVERSCAPE,"738,000",473.62,"1,558",Apr-25,LORONG 32 GEYLANG,Resale,Strata,44,"16,773",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE ANTARES,"1,300,000",667.37,"1,948",Apr-25,MATTAR ROAD,Resale,Strata,62,"20,968",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,06 to 10
PARK PLACE RESIDENCES AT PLQ,"2,380,000","1,076.4","2,211",Apr-25,PAYA LEBAR ROAD,Resale,Strata,100,"23,800",-,Apartment,1,99 yrs lease commencing from 2015,14,Rest of Central Region,06 to 10
THE TRE VER,"2,550,000","1,334.74","1,910",Apr-25,POTONG PASIR AVENUE 1,Sub Sale,Strata,124,"20,565",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,01 to 05
TRE RESIDENCES,"1,610,000",861.12,"1,870",Apr-25,GEYLANG EAST AVENUE 1,Resale,Strata,80,"20,125",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,11 to 15
THE WOODLEIGH RESIDENCES,"1,650,000",699.66,"2,358",Apr-25,BIDADARI PARK DRIVE,Sub Sale,Strata,65,"25,385",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15
PENROSE,"1,588,000",699.66,"2,270",Apr-25,SIMS DRIVE,Sub Sale,Strata,65,"24,431",-,Apartment,1,99 yrs lease commencing from 2019,14,Rest of Central Region,11 to 15
PARK COLONIAL,"1,030,000",462.85,"2,225",Apr-25,WOODLEIGH LANE,Resale,Strata,43,"23,953",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,01 to 05
PARC ESTA,"1,965,000",839.59,"2,340",Apr-25,SIMS AVENUE,Resale,Strata,78,"25,192",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
PARC ESTA,"1,680,000",731.95,"2,295",Apr-25,SIMS AVENUE,Resale,Strata,68,"24,706",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
PENROSE,"2,570,000","1,184.04","2,171",Apr-25,SIMS DRIVE,Sub Sale,Strata,110,"23,364",-,Apartment,1,99 yrs lease commencing from 2019,14,Rest of Central Region,06 to 10
NIN RESIDENCE,"1,470,000",850.36,"1,729",Apr-25,PHENG GECK AVENUE,Resale,Strata,79,"18,608",-,Apartment,1,99 yrs lease commencing from 2010,13,Rest of Central Region,11 to 15
THE GATZ,"1,990,000","1,054.87","1,886",Apr-25,LORONG 32 GEYLANG,Resale,Strata,98,"20,306",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
EUHABITAT,"1,810,000","1,140.98","1,586",Apr-25,JALAN EUNOS,Resale,Strata,106,"17,075",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
PENROSE,"1,880,000",936.47,"2,008",Apr-25,SIMS DRIVE,Sub Sale,Strata,87,"21,609",-,Apartment,1,99 yrs lease commencing from 2019,14,Rest of Central Region,06 to 10
PRIMEDGE,"845,000",527.44,"1,602",Apr-25,LORONG 34 GEYLANG,Resale,Strata,49,"17,245",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
PARK COLONIAL,"945,000",462.85,"2,042",Apr-25,WOODLEIGH LANE,Resale,Strata,43,"21,977",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,01 to 05
PARC ESTA,"1,180,000",527.44,"2,237",Apr-25,SIMS AVENUE,Resale,Strata,49,"24,082",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,06 to 10
