Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE LAKEGARDEN RESIDENCES,"2,315,700","1,108.69","2,089",May-25,YUAN CHING ROAD,New Sale,Strata,103,"22,483",-,Apartment,1,99 yrs lease commencing from 2023,22,Outside Central Region,01 to 05
THE LAKEGARDEN RESIDENCES,"1,599,000",678.13,"2,358",May-25,YUAN CHING ROAD,New Sale,Strata,63,"25,381",-,Apartment,1,99 yrs lease commencing from 2023,22,Outside Central Region,16 to 20
CAVENDISH PARK,"3,450,000","1,959.05","1,761",May-25,PINE GROVE,Resale,Strata,182,"18,956",-,Condominium,1,99 yrs lease commencing from 1991,21,Rest of Central Region,11 to 15
LAKEPOINT CONDOMINIUM,"1,677,000","1,883.7",890,May-25,LAKEPOINT DRIVE,Resale,Strata,175,"9,583",-,Condominium,1,99 yrs lease commencing from 1983,22,Outside Central Region,06 to 10
THE CENTRIS,"1,771,888","1,065.64","1,663",May-25,JURONG WEST CENTRAL 3,Resale,Strata,99,"17,898",-,Apartment,1,99 yrs lease commencing from 2006,22,Outside Central Region,06 to 10
MAPLE WOODS,"2,950,000","1,377.79","2,141",May-25,BUKIT TIMAH ROAD,Resale,Strata,128,"23,047",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
PARC OASIS,"1,678,888","1,377.79","1,219",May-25,JURONG EAST AVENUE 1,Resale,Strata,128,"13,116",-,Condominium,1,99 yrs lease commencing from 1991,22,Outside Central Region,06 to 10
THE MAYFAIR,"1,555,000","1,194.8","1,301",May-25,JURONG EAST STREET 32,Resale,Strata,111,"14,009",-,Condominium,1,99 yrs lease commencing from 1996,22,Outside Central Region,06 to 10
THE LAKEGARDEN RESIDENCES,"2,862,600","1,356.26","2,111",May-25,YUAN CHING ROAD,New Sale,Strata,126,"22,719",-,Apartment,1,99 yrs lease commencing from 2023,22,Outside Central Region,06 to 10
MAPLE WOODS,"2,920,000","1,323.97","2,205",May-25,BUKIT TIMAH ROAD,Resale,Strata,123,"23,740",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
THE CENTRIS,"2,108,888","1,291.68","1,633",May-25,JURONG WEST CENTRAL 3,Resale,Strata,120,"17,574",-,Apartment,1,99 yrs lease commencing from 2006,22,Outside Central Region,11 to 15
CAVENDISH PARK,"1,880,000","1,227.1","1,532",May-25,PINE GROVE,Resale,Strata,114,"16,491",-,Condominium,1,99 yrs lease commencing from 1991,21,Rest of Central Region,11 to 15
PINETREE HILL,"3,574,000","1,485.43","2,406",May-25,PINE GROVE,New Sale,Strata,138,"25,899",-,Condominium,1,99 yrs lease commencing from 2022,21,Rest of Central Region,21 to 25
PINETREE HILL,"4,614,000","1,733","2,662",May-25,PINE GROVE,New Sale,Strata,161,"28,658",-,Condominium,1,99 yrs lease commencing from 2022,21,Rest of Central Region,11 to 15
THE LAKEGARDEN RESIDENCES,"2,738,000","1,334.74","2,051",May-25,YUAN CHING ROAD,New Sale,Strata,124,"22,081",-,Apartment,1,99 yrs lease commencing from 2023,22,Outside Central Region,01 to 05
LAKEPOINT CONDOMINIUM,"1,600,000","1,883.7",849,May-25,LAKEPOINT DRIVE,Resale,Strata,175,"9,143",-,Condominium,1,99 yrs lease commencing from 1983,22,Outside Central Region,06 to 10
KI RESIDENCES AT BROOKVALE,"1,600,000",753.48,"2,123",May-25,BROOKVALE DRIVE,Sub Sale,Strata,70,"22,857",-,Condominium,1,999 yrs lease commencing from 1885,21,Outside Central Region,06 to 10
THE CENTRIS,"2,175,000","1,323.97","1,643",May-25,JURONG WEST CENTRAL 3,Resale,Strata,123,"17,683",-,Apartment,1,99 yrs lease commencing from 2006,22,Outside Central Region,11 to 15
GARDENVISTA,"2,650,000","1,345.5","1,970",May-25,DUNEARN ROAD,Resale,Strata,125,"21,200",-,Condominium,1,99 yrs lease commencing from 1999,21,Rest of Central Region,06 to 10
HIGHGATE,"1,880,000","1,248.62","1,506",May-25,TOH TUCK ROAD,Resale,Strata,116,"16,207",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
SIGNATURE PARK,"2,508,000","1,420.85","1,765",May-25,TOH TUCK ROAD,Resale,Strata,132,"19,000",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
NAVA GROVE,"4,329,100","1,722.24","2,514",May-25,PINE GROVE,New Sale,Strata,160,"27,057",-,Condominium,1,99 yrs lease commencing from 2024,21,Rest of Central Region,11 to 15
PANDAN VALLEY,"2,750,000","1,668.42","1,648",May-25,PANDAN VALLEY,Resale,Strata,155,"17,742",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
HIGHGATE,"1,980,000","1,302.44","1,520",May-25,TOH TUCK ROAD,Resale,Strata,121,"16,364",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
CASPIAN,"2,360,000","1,388.56","1,700",May-25,LAKESIDE DRIVE,Resale,Strata,129,"18,295",-,Condominium,1,99 yrs lease commencing from 2008,22,Outside Central Region,11 to 15
PINETREE HILL,"3,450,000","1,291.68","2,671",May-25,PINE GROVE,New Sale,Strata,120,"28,750",-,Condominium,1,99 yrs lease commencing from 2022,21,Rest of Central Region,16 to 20
PINETREE HILL,"2,534,000",968.76,"2,616",May-25,PINE GROVE,New Sale,Strata,90,"28,156",-,Condominium,1,99 yrs lease commencing from 2022,21,Rest of Central Region,16 to 20
NAVA GROVE,"3,859,400","1,550.02","2,490",May-25,PINE GROVE,New Sale,Strata,144,"26,801",-,Condominium,1,99 yrs lease commencing from 2024,21,Rest of Central Region,11 to 15
SORA,"1,576,000",731.95,"2,153",May-25,YUAN CHING ROAD,New Sale,Strata,68,"23,176",-,Apartment,1,99 yrs lease commencing from 2023,22,Outside Central Region,01 to 05
CLEMENTI PARK,"3,438,000","1,959.05","1,755",May-25,SUNSET WAY,Resale,Strata,182,"18,890",-,Condominium,1,Freehold,21,Outside Central Region,06 to 10
SUITES DE LAUREL,"1,328,000",721.19,"1,841",May-25,JALAN ANAK BUKIT,Resale,Strata,67,"19,821",-,Apartment,1,999 yrs lease commencing from 1884,21,Rest of Central Region,01 to 05
NOTTINGHILL SUITES,"748,000",398.27,"1,878",May-25,TOH TUCK ROAD,Resale,Strata,37,"20,216",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
SORA,"1,746,000",731.95,"2,385",May-25,YUAN CHING ROAD,New Sale,Strata,68,"25,676",-,Apartment,1,99 yrs lease commencing from 2023,22,Outside Central Region,06 to 10
PARC VISTA,"1,650,000","1,560.78","1,057",May-25,CORPORATION ROAD,Resale,Strata,145,"11,379",-,Condominium,1,99 yrs lease commencing from 1995,22,Outside Central Region,01 to 05
THE CENTRIS,"2,050,000","1,291.68","1,587",May-25,JURONG WEST CENTRAL 3,Resale,Strata,120,"17,083",-,Apartment,1,99 yrs lease commencing from 2006,22,Outside Central Region,11 to 15
HIGH OAK CONDOMINIUM,"1,600,000","1,248.62","1,281",May-25,TOH TUCK ROAD,Resale,Strata,116,"13,793",-,Condominium,1,99 yrs lease commencing from 1996,21,Rest of Central Region,01 to 05
KI RESIDENCES AT BROOKVALE,"2,008,000",861.12,"2,332",May-25,BROOKVALE DRIVE,Sub Sale,Strata,80,"25,100",-,Condominium,1,999 yrs lease commencing from 1885,21,Outside Central Region,01 to 05
KI RESIDENCES AT BROOKVALE,"1,660,000",742.72,"2,235",May-25,BROOKVALE DRIVE,Sub Sale,Strata,69,"24,058",-,Condominium,1,999 yrs lease commencing from 1885,21,Outside Central Region,01 to 05
NAVA GROVE,"2,936,900","1,108.69","2,649",May-25,PINE GROVE,New Sale,Strata,103,"28,514",-,Condominium,1,99 yrs lease commencing from 2024,21,Rest of Central Region,16 to 20
NAVA GROVE,"1,901,000",699.66,"2,717",May-25,PINE GROVE,New Sale,Strata,65,"29,246",-,Condominium,1,99 yrs lease commencing from 2024,21,Rest of Central Region,21 to 25
SORA,"1,650,000",731.95,"2,254",May-25,YUAN CHING ROAD,New Sale,Strata,68,"24,265",-,Apartment,1,99 yrs lease commencing from 2023,22,Outside Central Region,06 to 10
PINETREE HILL,"3,481,000","1,291.68","2,695",May-25,PINE GROVE,New Sale,Strata,120,"29,008",-,Condominium,1,99 yrs lease commencing from 2022,21,Rest of Central Region,16 to 20
CAVENDISH PARK,"1,733,000",925.7,"1,872",May-25,PINE GROVE,Resale,Strata,86,"20,151",-,Condominium,1,99 yrs lease commencing from 1991,21,Rest of Central Region,01 to 05
SHERWOOD TOWER,"1,980,000","1,786.82","1,108",May-25,JALAN ANAK BUKIT,Resale,Strata,166,"11,928",-,Apartment,1,99 yrs lease commencing from 1976,21,Rest of Central Region,26 to 30
NAVA GROVE,"3,792,300","1,550.02","2,447",May-25,PINE GROVE,New Sale,Strata,144,"26,335",-,Condominium,1,99 yrs lease commencing from 2024,21,Rest of Central Region,06 to 10
THE CREEK @ BUKIT,"1,468,000",742.72,"1,977",May-25,TOH TUCK ROAD,Resale,Strata,69,"21,275",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
DAINTREE RESIDENCE,"2,300,888","1,151.75","1,998",May-25,TOH TUCK ROAD,Resale,Strata,107,"21,504",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
NAVA GROVE,"3,931,700","1,550.02","2,537",May-25,PINE GROVE,New Sale,Strata,144,"27,303",-,Condominium,1,99 yrs lease commencing from 2024,21,Rest of Central Region,16 to 20
VIEW AT KISMIS,"1,920,000",893.41,"2,149",May-25,LORONG KISMIS,Sub Sale,Strata,83,"23,133",-,Apartment,1,99 yrs lease commencing from 2019,21,Rest of Central Region,01 to 05
FLORIDIAN,"3,200,000","1,291.68","2,477",May-25,BUKIT TIMAH ROAD,Resale,Strata,120,"26,667",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
MAYFAIR GARDENS,"1,750,000",828.83,"2,111",May-25,RIFLE RANGE ROAD,Resale,Strata,77,"22,727",-,Condominium,1,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05
FORETT@BUKIT TIMAH,"1,050,000",473.62,"2,217",May-25,TOH TUCK ROAD,Resale,Strata,44,"23,864",-,Apartment,1,Freehold,21,Rest of Central Region,06 to 10
SYMPHONY HEIGHTS,"1,750,000",925.7,"1,890",May-25,HUME AVENUE,Resale,Strata,86,"20,349",-,Condominium,1,Freehold,21,Outside Central Region,06 to 10
NAVA GROVE,"3,906,400","1,550.02","2,520",May-25,PINE GROVE,New Sale,Strata,144,"27,128",-,Condominium,1,99 yrs lease commencing from 2024,21,Rest of Central Region,11 to 15
TERRENE AT BUKIT TIMAH,"2,480,000","1,280.92","1,936",May-25,JALAN JURONG KECHIL,Resale,Strata,119,"20,840",-,Condominium,1,999 yrs lease commencing from 1885,21,Rest of Central Region,01 to 05
KI RESIDENCES AT BROOKVALE,"2,960,000","1,259.39","2,350",May-25,BROOKVALE DRIVE,Sub Sale,Strata,117,"25,299",-,Condominium,1,999 yrs lease commencing from 1885,21,Outside Central Region,06 to 10
THE STERLING,"3,348,000","1,517.72","2,206",May-25,BUKIT TIMAH ROAD,Resale,Strata,141,"23,745",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
THE LAKESHORE,"1,745,000","1,108.69","1,574",May-25,JURONG WEST STREET 41,Resale,Strata,103,"16,942",-,Condominium,1,99 yrs lease commencing from 2002,22,Outside Central Region,16 to 20
FORETT@BUKIT TIMAH,"1,625,000",742.72,"2,188",May-25,TOH TUCK ROAD,Resale,Strata,69,"23,551",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
VERDALE,"1,240,000",613.55,"2,021",May-25,DE SOUZA AVENUE,Resale,Strata,57,"21,754",-,Apartment,1,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05
SIGNATURE PARK,"2,380,000","1,410.08","1,688",May-25,TOH TUCK ROAD,Resale,Strata,131,"18,168",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
THE CENTRIS,"2,246,000","1,442.38","1,557",May-25,JURONG WEST CENTRAL 3,Resale,Strata,134,"16,761",-,Apartment,1,99 yrs lease commencing from 2006,22,Outside Central Region,06 to 10
KI RESIDENCES AT BROOKVALE,"1,568,888",699.66,"2,242",May-25,BROOKVALE DRIVE,Sub Sale,Strata,65,"24,137",-,Condominium,1,999 yrs lease commencing from 1885,21,Outside Central Region,06 to 10
THE LINQ @ BEAUTY WORLD,"2,300,000",796.54,"2,888",May-25,UPPER BUKIT TIMAH ROAD,Sub Sale,Strata,74,"31,081",-,Apartment,1,Freehold,21,Rest of Central Region,16 to 20
THE NEXUS,"2,550,000","1,065.64","2,393",May-25,BUKIT TIMAH ROAD,Resale,Strata,99,"25,758",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
THE HILLFORD,"750,000",505.91,"1,482",May-25,JALAN JURONG KECHIL,Resale,Strata,47,"15,957",-,Apartment,1,60 yrs lease commencing from 2013,21,Rest of Central Region,01 to 05
SHERWOOD TOWER,"1,470,000","1,420.85","1,035",May-25,JALAN ANAK BUKIT,Resale,Strata,132,"11,136",-,Apartment,1,99 yrs lease commencing from 1976,21,Rest of Central Region,16 to 20
SORA,"2,146,000",936.47,"2,292",May-25,YUAN CHING ROAD,New Sale,Strata,87,"24,667",-,Apartment,1,99 yrs lease commencing from 2023,22,Outside Central Region,06 to 10
KAP RESIDENCES,"1,820,000","1,011.82","1,799",May-25,KING ALBERT PARK,Resale,Strata,94,"19,362",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
TERRENE AT BUKIT TIMAH,"2,638,000","1,270.15","2,077",May-25,JALAN JURONG KECHIL,Resale,Strata,118,"22,356",-,Condominium,1,999 yrs lease commencing from 1885,21,Rest of Central Region,01 to 05
NOTTINGHILL SUITES,"735,000",398.27,"1,845",May-25,TOH TUCK ROAD,Resale,Strata,37,"19,865",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
THE LAKEGARDEN RESIDENCES,"1,628,000",796.54,"2,044",May-25,YUAN CHING ROAD,New Sale,Strata,74,"22,000",-,Apartment,1,99 yrs lease commencing from 2023,22,Outside Central Region,16 to 20
JARDIN,"2,428,000","1,205.57","2,014",May-25,DUNEARN ROAD,Resale,Strata,112,"21,679",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
NAVA GROVE,"2,118,800",785.77,"2,696",May-25,PINE GROVE,New Sale,Strata,73,"29,025",-,Condominium,1,99 yrs lease commencing from 2024,21,Rest of Central Region,16 to 20
THE LAKEGARDEN RESIDENCES,"2,480,000","1,097.93","2,259",May-25,YUAN CHING ROAD,New Sale,Strata,102,"24,314",-,Apartment,1,99 yrs lease commencing from 2023,22,Outside Central Region,16 to 20
PINETREE HILL,"3,361,000","1,291.68","2,602",May-25,PINE GROVE,New Sale,Strata,120,"28,008",-,Condominium,1,99 yrs lease commencing from 2022,21,Rest of Central Region,11 to 15
VIEW AT KISMIS,"1,198,888",602.78,"1,989",May-25,LORONG KISMIS,Sub Sale,Strata,56,"21,409",-,Apartment,1,99 yrs lease commencing from 2019,21,Rest of Central Region,01 to 05
THE LAKEGARDEN RESIDENCES,"3,514,100","1,550.02","2,267",May-25,YUAN CHING ROAD,New Sale,Strata,144,"24,403",-,Apartment,1,99 yrs lease commencing from 2023,22,Outside Central Region,11 to 15
DAINTREE RESIDENCE,"1,550,000",742.72,"2,087",May-25,TOH TUCK ROAD,Resale,Strata,69,"22,464",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
MAPLE WOODS,"5,450,000","2,551.07","2,136",May-25,BUKIT TIMAH ROAD,Resale,Strata,237,"22,996",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
PINETREE HILL,"3,394,000","1,291.68","2,628",May-25,PINE GROVE,New Sale,Strata,120,"28,283",-,Condominium,1,99 yrs lease commencing from 2022,21,Rest of Central Region,11 to 15
PINE GROVE,"1,680,000","1,754.53",958,Apr-25,PINE GROVE,Resale,Strata,163,"10,307",-,Condominium,1,99 yrs lease commencing from 1984,21,Rest of Central Region,01 to 05
THE CENTRIS,"1,825,000","1,065.64","1,713",Apr-25,JURONG WEST CENTRAL 3,Resale,Strata,99,"18,434",-,Apartment,1,99 yrs lease commencing from 2006,22,Outside Central Region,11 to 15
BEAUTY WORLD CENTRE,"2,338,000","1,969.81","1,187",Apr-25,UPPER BUKIT TIMAH ROAD,Resale,Strata,183,"12,776",-,Apartment,1,99 yrs lease commencing from 1979,21,Rest of Central Region,26 to 30
SUMMERHILL,"2,188,888","1,205.57","1,816",Apr-25,HUME AVENUE,Resale,Strata,112,"19,544",-,Condominium,1,Freehold,21,Outside Central Region,06 to 10
FLORIDIAN,"2,300,000",958,"2,401",Apr-25,BUKIT TIMAH ROAD,Resale,Strata,89,"25,843",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
THE RAINTREE,"1,820,000","1,291.68","1,409",Apr-25,BUKIT DRIVE,Resale,Strata,120,"15,167",-,Condominium,1,99 yrs lease commencing from 2003,21,Outside Central Region,01 to 05
THE STERLING,"3,450,000","1,528.49","2,257",Apr-25,BUKIT TIMAH ROAD,Resale,Strata,142,"24,296",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
HIGH OAK CONDOMINIUM,"1,400,000","1,011.82","1,384",Apr-25,TOH TUCK ROAD,Resale,Strata,94,"14,894",-,Condominium,1,99 yrs lease commencing from 1996,21,Rest of Central Region,01 to 05
NOTTINGHILL SUITES,"735,000",398.27,"1,845",Apr-25,TOH TUCK ROAD,Resale,Strata,37,"19,865",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
PARC VISTA,"1,270,000","1,054.87","1,204",Apr-25,CORPORATION ROAD,Resale,Strata,98,"12,959",-,Condominium,1,99 yrs lease commencing from 1995,22,Outside Central Region,11 to 15
THE LAKESHORE,"1,718,000","1,227.1","1,400",Apr-25,JURONG WEST STREET 41,Resale,Strata,114,"15,070",-,Condominium,1,99 yrs lease commencing from 2002,22,Outside Central Region,01 to 05
PARC VISTA,"1,200,000","1,065.64","1,126",Apr-25,CORPORATION ROAD,Resale,Strata,99,"12,121",-,Condominium,1,99 yrs lease commencing from 1995,22,Outside Central Region,06 to 10
PARC PALAIS,"2,280,000","1,334.74","1,708",Apr-25,HUME AVENUE,Resale,Strata,124,"18,387",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
8@BT,"3,081,000","1,162.51","2,650",Apr-25,BUKIT TIMAH LINK,New Sale,Strata,108,"28,528",-,Condominium,1,99 yrs lease commencing from 2023,21,Rest of Central Region,06 to 10
CASPIAN,"1,528,000","1,001.05","1,526",Apr-25,LAKESIDE DRIVE,Resale,Strata,93,"16,430",-,Condominium,1,99 yrs lease commencing from 2008,22,Outside Central Region,01 to 05
PINETREE HILL,"1,974,000",796.54,"2,478",Apr-25,PINE GROVE,New Sale,Strata,74,"26,676",-,Condominium,1,99 yrs lease commencing from 2022,21,Rest of Central Region,01 to 05
SORA,"1,369,000",688.9,"1,987",Apr-25,YUAN CHING ROAD,New Sale,Strata,64,"21,391",-,Apartment,1,99 yrs lease commencing from 2023,22,Outside Central Region,16 to 20
PINETREE HILL,"3,258,000","1,291.68","2,522",Apr-25,PINE GROVE,New Sale,Strata,120,"27,150",-,Condominium,1,99 yrs lease commencing from 2022,21,Rest of Central Region,06 to 10
NAVA GROVE,"2,524,600",947.23,"2,665",Apr-25,PINE GROVE,New Sale,Strata,88,"28,689",-,Condominium,1,99 yrs lease commencing from 2024,21,Rest of Central Region,16 to 20
PARC OASIS,"1,600,000","1,377.79","1,161",Apr-25,JURONG EAST AVENUE 1,Resale,Strata,128,"12,500",-,Condominium,1,99 yrs lease commencing from 1991,22,Outside Central Region,01 to 05
THE HILLSIDE,"2,950,000","1,776.06","1,661",Apr-25,UPPER BUKIT TIMAH ROAD,Resale,Strata,165,"17,879",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
SOUTHAVEN I,"1,700,000","1,334.74","1,274",Apr-25,HINDHEDE WALK,Resale,Strata,124,"13,710",-,Condominium,1,99 yrs lease commencing from 1994,21,Outside Central Region,01 to 05
FORETT@BUKIT TIMAH,"2,580,000","1,087.16","2,373",Apr-25,TOH TUCK ROAD,Resale,Strata,101,"25,545",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
SHERWOOD TOWER,"1,565,000","1,539.25","1,017",Apr-25,JALAN ANAK BUKIT,Resale,Strata,143,"10,944",-,Apartment,1,99 yrs lease commencing from 1976,21,Rest of Central Region,11 to 15
PINETREE HILL,"3,987,000","1,463.9","2,724",Apr-25,PINE GROVE,New Sale,Strata,136,"29,316",-,Condominium,1,99 yrs lease commencing from 2022,21,Rest of Central Region,21 to 25
PINETREE HILL,"2,047,000",796.54,"2,570",Apr-25,PINE GROVE,New Sale,Strata,74,"27,662",-,Condominium,1,99 yrs lease commencing from 2022,21,Rest of Central Region,11 to 15
SIGNATURE PARK,"3,050,000","1,700.71","1,793",Apr-25,TOH TUCK ROAD,Resale,Strata,158,"19,304",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
PINE GROVE,"1,500,000","1,323.97","1,133",Apr-25,PINE GROVE,Resale,Strata,123,"12,195",-,Condominium,1,99 yrs lease commencing from 1984,21,Rest of Central Region,11 to 15
PANDAN VALLEY,"3,600,000","2,238.91","1,608",Apr-25,PANDAN VALLEY,Resale,Strata,208,"17,308",-,Condominium,1,Freehold,21,Rest of Central Region,16 to 20
LAKEPOINT CONDOMINIUM,"920,000",914.94,"1,006",Apr-25,LAKEPOINT DRIVE,Resale,Strata,85,"10,824",-,Condominium,1,99 yrs lease commencing from 1983,22,Outside Central Region,01 to 05
GARDENVISTA,"2,180,000","1,130.22","1,929",Apr-25,DUNEARN ROAD,Resale,Strata,105,"20,762",-,Condominium,1,99 yrs lease commencing from 1999,21,Rest of Central Region,01 to 05
PINE GROVE,"1,550,000","1,700.71",911,Apr-25,PINE GROVE,Resale,Strata,158,"9,810",-,Condominium,1,99 yrs lease commencing from 1984,21,Rest of Central Region,06 to 10
SOUTHAVEN II,"3,100,000","1,894.46","1,636",Apr-25,HINDHEDE WALK,Resale,Strata,176,"17,614",-,Condominium,1,999 yrs lease commencing from 1877,21,Outside Central Region,01 to 05
THE HILLSIDE,"2,358,000","1,571.54","1,500",Apr-25,UPPER BUKIT TIMAH ROAD,Resale,Strata,146,"16,151",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
PINETREE HILL,"3,439,000","1,291.68","2,662",Apr-25,PINE GROVE,New Sale,Strata,120,"28,658",-,Condominium,1,99 yrs lease commencing from 2022,21,Rest of Central Region,16 to 20
VIEW AT KISMIS,"1,400,000",688.9,"2,032",Apr-25,LORONG KISMIS,Sub Sale,Strata,64,"21,875",-,Apartment,1,99 yrs lease commencing from 2019,21,Rest of Central Region,01 to 05
SHERWOOD TOWER,"1,650,000","1,517.72","1,087",Apr-25,JALAN ANAK BUKIT,Resale,Strata,141,"11,702",-,Apartment,1,99 yrs lease commencing from 1976,21,Rest of Central Region,21 to 25
HILLVIEW GREEN,"1,575,000","1,011.82","1,557",Apr-25,HUME AVENUE,Resale,Strata,94,"16,755",-,Condominium,1,999 yrs lease commencing from 1883,21,Outside Central Region,06 to 10
CASA ESPERANZA,"4,200,000","2,142.04","1,961",Apr-25,BUKIT TIMAH ROAD,Resale,Strata,199,"21,106",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
SIGNATURE PARK,"2,260,000","1,345.5","1,680",Apr-25,TOH TUCK ROAD,Resale,Strata,125,"18,080",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
THE MAYFAIR,"1,580,000","1,227.1","1,288",Apr-25,JURONG EAST STREET 32,Resale,Strata,114,"13,860",-,Condominium,1,99 yrs lease commencing from 1996,22,Outside Central Region,06 to 10
