Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
RIVERFRONT RESIDENCES,"2,730,000","1,485.43","1,838",May-25,HOUGANG AVENUE 7,Resale,Strata,138,"19,783",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
SUNGLADE,"1,738,888","1,044.11","1,665",May-25,SERANGOON AVENUE 2,Resale,Strata,97,"17,927",-,Condominium,1,99 yrs lease commencing from 2000,19,Outside Central Region,06 to 10
FOREST WOODS,"2,000,000",914.94,"2,186",May-25,LORONG LEW LIAN,Resale,Strata,85,"23,529",-,Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
THE GARDEN RESIDENCES,"1,508,888",828.83,"1,821",May-25,SERANGOON NORTH VIEW,Resale,Strata,77,"19,596",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,11 to 15
EVERGREEN PARK,"1,138,888","1,022.58","1,114",May-25,HOUGANG AVENUE 7,Resale,Strata,95,"11,988",-,Apartment,1,99 yrs lease commencing from 1995,19,Outside Central Region,11 to 15
PEIRCE VIEW,"1,400,000",968.76,"1,445",May-25,UPPER THOMSON ROAD,Resale,Strata,90,"15,556",-,Condominium,1,Freehold,20,Outside Central Region,01 to 05
THE SCALA,"1,915,000","1,044.11","1,834",May-25,SERANGOON AVENUE 3,Resale,Strata,97,"19,742",-,Apartment,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
HOUGANG GREEN,"860,000",764.24,"1,125",May-25,BUANGKOK GREEN,Resale,Strata,71,"12,113",-,Apartment,1,99 yrs lease commencing from 1994,19,Outside Central Region,16 to 20
THE TEMBUSU,"2,220,000","1,044.11","2,126",May-25,TAMPINES ROAD,Resale,Strata,97,"22,887",-,Condominium,1,Freehold,19,Outside Central Region,11 to 15
BOTANIQUE AT BARTLEY,"1,245,000",656.6,"1,896",May-25,UPPER PAYA LEBAR ROAD,Resale,Strata,61,"20,410",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
RIVERFRONT RESIDENCES,"1,580,000",914.94,"1,727",May-25,HOUGANG AVENUE 7,Resale,Strata,85,"18,588",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
BLISS@KOVAN,"2,380,000","1,248.62","1,906",May-25,SIMON LANE,Resale,Strata,116,"20,517",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
PARC CENTROS,"1,258,000",764.24,"1,646",May-25,PUNGGOL CENTRAL,Resale,Strata,71,"17,718",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
KINGSFORD WATERBAY,"720,000",484.38,"1,486",May-25,UPPER SERANGOON VIEW,Resale,Strata,45,"16,000",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,01 to 05
THE QUARTZ,"1,520,000","1,065.64","1,426",May-25,COMPASSVALE BOW,Resale,Strata,99,"15,354",-,Condominium,1,99 yrs lease commencing from 2005,19,Outside Central Region,01 to 05
BOATHOUSE RESIDENCES,"1,080,000",731.95,"1,476",May-25,UPPER SERANGOON VIEW,Resale,Strata,68,"15,882",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
RIO VISTA,"1,800,000","1,668.42","1,079",May-25,UPPER SERANGOON VIEW,Resale,Strata,155,"11,613",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,01 to 05
FAR HORIZON GARDENS,"2,480,000","2,002.1","1,239",May-25,ANG MO KIO AVENUE 9,Resale,Strata,186,"13,333",-,Condominium,1,99 yrs lease commencing from 1982,20,Outside Central Region,01 to 05
PARC CENTROS,"1,268,000",764.24,"1,659",May-25,PUNGGOL CENTRAL,Resale,Strata,71,"17,859",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
THE GARDEN RESIDENCES,"830,000",452.09,"1,836",May-25,SERANGOON NORTH VIEW,Resale,Strata,42,"19,762",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,11 to 15
THE FLORENCE RESIDENCES,"1,700,000","1,119.46","1,519",May-25,HOUGANG AVENUE 2,Sub Sale,Strata,104,"16,346",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,16 to 20
AFFINITY AT SERANGOON,"795,000",473.62,"1,679",May-25,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,44,"18,068",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
THE GARDEN RESIDENCES,"1,430,000",785.77,"1,820",May-25,SERANGOON NORTH VIEW,Resale,Strata,73,"19,589",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,06 to 10
JEWEL @ BUANGKOK,"1,235,000",721.19,"1,712",May-25,COMPASSVALE BOW,Resale,Strata,67,"18,433",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
THE GARDEN RESIDENCES,"1,060,000",613.55,"1,728",May-25,SERANGOON NORTH VIEW,Resale,Strata,57,"18,596",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,01 to 05
THE PANORAMA,"2,460,000","1,162.51","2,116",May-25,ANG MO KIO AVENUE 2,Resale,Strata,108,"22,778",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,16 to 20
THOMSON IMPRESSIONS,"2,600,000","1,194.8","2,176",May-25,LORONG PUNTONG,Resale,Strata,111,"23,423",-,Apartment,1,99 yrs lease commencing from 2015,20,Rest of Central Region,06 to 10
RIVERFRONT RESIDENCES,"1,110,000",613.55,"1,809",May-25,HOUGANG AVENUE 7,Resale,Strata,57,"19,474",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
RIVERFRONT RESIDENCES,"830,000",516.67,"1,606",May-25,HOUGANG AVENUE 7,Resale,Strata,48,"17,292",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
THE FLORENCE RESIDENCES,"880,000",484.38,"1,817",May-25,HOUGANG AVENUE 2,Sub Sale,Strata,45,"19,556",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
CHUAN PARK,"2,088,700",871.88,"2,396",May-25,LORONG CHUAN,New Sale,Strata,81,"25,786",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,21 to 25
THOMSON IMPRESSIONS,"2,320,000","1,054.87","2,199",May-25,LORONG PUNTONG,Resale,Strata,98,"23,673",-,Apartment,1,99 yrs lease commencing from 2015,20,Rest of Central Region,16 to 20
PARC CENTROS,"1,930,000","1,162.51","1,660",May-25,PUNGGOL CENTRAL,Resale,Strata,108,"17,870",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
ISUITES @ PALM,"735,000",462.85,"1,588",May-25,GLASGOW ROAD,Resale,Strata,43,"17,093",-,Apartment,1,999 yrs lease commencing from 1878,19,Outside Central Region,01 to 05
THOMSON IMPRESSIONS,"2,350,000","1,054.87","2,228",May-25,LORONG PUNTONG,Resale,Strata,98,"23,980",-,Apartment,1,99 yrs lease commencing from 2015,20,Rest of Central Region,11 to 15
KOVAN REGENCY,"1,935,000","1,054.87","1,834",May-25,KOVAN RISE,Resale,Strata,98,"19,745",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
RIVERFRONT RESIDENCES,"785,000",462.85,"1,696",May-25,HOUGANG AVENUE 7,Resale,Strata,43,"18,256",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
RIVER ISLES,"1,650,000","1,259.39","1,310",May-25,EDGEDALE PLAINS,Resale,Strata,117,"14,103",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
KINGSFORD WATERBAY,"1,010,350",635.08,"1,591",May-25,UPPER SERANGOON VIEW,Resale,Strata,59,"17,125",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
THE GARDENS AT BISHAN,"1,580,000",882.65,"1,790",May-25,SIN MING WALK,Resale,Strata,82,"19,268",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,16 to 20
THE MINTON,"2,450,000","2,012.87","1,217",May-25,HOUGANG STREET 11,Resale,Strata,187,"13,102",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,01 to 05
THE GARDEN RESIDENCES,"1,435,000",796.54,"1,802",May-25,SERANGOON NORTH VIEW,Resale,Strata,74,"19,392",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,01 to 05
SUITES @ PAYA LEBAR,"998,000",613.55,"1,627",May-25,UPPER PAYA LEBAR ROAD,Resale,Strata,57,"17,509",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
FOREST WOODS,"1,980,000",990.29,"1,999",May-25,LORONG LEW LIAN,Resale,Strata,92,"21,522",-,Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,01 to 05
CLOVER BY THE PARK,"3,300,000","1,765.3","1,869",May-25,BISHAN STREET 25,Resale,Strata,164,"20,122",-,Condominium,1,99 yrs lease commencing from 2007,20,Rest of Central Region,26 to 30
NOUVELLE PARK,"1,730,000","1,119.46","1,545",May-25,POH HUAT ROAD WEST,Resale,Strata,104,"16,635",-,Condominium,1,Freehold,19,Outside Central Region,06 to 10
THE SPRINGBLOOM,"1,880,000","1,119.46","1,679",May-25,SERANGOON AVENUE 3,Resale,Strata,104,"18,077",-,Condominium,1,99 yrs lease commencing from 1995,19,Outside Central Region,16 to 20
CHUAN PARK,"2,533,000",958,"2,644",May-25,LORONG CHUAN,New Sale,Strata,89,"28,461",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,16 to 20
LA FIESTA,"2,300,000","1,345.5","1,709",May-25,SENGKANG SQUARE,Resale,Strata,125,"18,400",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
THE QUARTZ,"1,750,000","1,173.28","1,492",May-25,COMPASSVALE BOW,Resale,Strata,109,"16,055",-,Condominium,1,99 yrs lease commencing from 2005,19,Outside Central Region,16 to 20
CARDIFF RESIDENCE,"720,000",419.8,"1,715",May-25,CARDIFF GROVE,Resale,Strata,39,"18,462",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
WATERTOWN,"1,050,000",570.49,"1,841",May-25,PUNGGOL CENTRAL,Resale,Strata,53,"19,811",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
PARC CENTROS,"1,650,000",990.29,"1,666",May-25,PUNGGOL CENTRAL,Resale,Strata,92,"17,935",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
THE LUXURIE,"1,930,000","1,722.24","1,121",May-25,COMPASSVALE ROAD,Resale,Strata,160,"12,063",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
ROSALIA PARK,"1,470,000","1,151.75","1,276",May-25,LORONG ONG LYE,Resale,Strata,107,"13,738",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
CENTRO RESIDENCES,"1,785,000",904.18,"1,974",May-25,ANG MO KIO AVENUE 8,Resale,Strata,84,"21,250",-,Condominium,1,99 yrs lease commencing from 2007,20,Outside Central Region,16 to 20
FLAME TREE PARK,"2,980,000","1,593.07","1,871",May-25,SIN MING AVENUE,Resale,Strata,148,"20,135",-,Condominium,1,Freehold,20,Rest of Central Region,26 to 30
KOVAN RESIDENCES,"1,600,000",882.65,"1,813",May-25,KOVAN ROAD,Resale,Strata,82,"19,512",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,06 to 10
AFFINITY AT SERANGOON,"790,000",473.62,"1,668",May-25,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,44,"17,955",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
URBAN RESIDENCES,"1,300,000",861.12,"1,510",May-25,LORONG AH SOO,Resale,Strata,80,"16,250",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
THE GARDEN RESIDENCES,"1,181,888",613.55,"1,926",May-25,SERANGOON NORTH VIEW,Resale,Strata,57,"20,735",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,11 to 15
CHUAN PARK,"2,654,000","1,119.46","2,371",May-25,LORONG CHUAN,New Sale,Strata,104,"25,519",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,16 to 20
REGENTVILLE,"1,150,000",979.52,"1,174",May-25,HOUGANG STREET 92,Resale,Strata,91,"12,637",-,Apartment,1,99 yrs lease commencing from 1996,19,Outside Central Region,06 to 10
BOTANIQUE AT BARTLEY,"890,000",516.67,"1,723",May-25,UPPER PAYA LEBAR ROAD,Resale,Strata,48,"18,542",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,01 to 05
CHUAN PARK,"4,093,100","1,550.02","2,641",May-25,LORONG CHUAN,New Sale,Strata,144,"28,424",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,16 to 20
AFFINITY AT SERANGOON,"1,188,000",624.31,"1,903",May-25,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,58,"20,483",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
JADESCAPE,"1,040,000",527.44,"1,972",May-25,SHUNFU ROAD,Resale,Strata,49,"21,224",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,06 to 10
RIVERFRONT RESIDENCES,"1,980,000","1,065.64","1,858",May-25,HOUGANG AVENUE 7,Resale,Strata,99,"20,000",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
A TREASURE TROVE,"1,930,000","1,205.57","1,601",May-25,PUNGGOL WALK,Resale,Strata,112,"17,232",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
RIVERFRONT RESIDENCES,"869,000",581.26,"1,495",May-25,HOUGANG AVENUE 7,Resale,Strata,54,"16,093",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,16 to 20
THE MINTON,"2,338,000","1,323.97","1,766",May-25,HOUGANG STREET 11,Resale,Strata,123,"19,008",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,06 to 10
AFFINITY AT SERANGOON,"830,000",473.62,"1,752",May-25,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,44,"18,864",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
CHUAN PARK,"1,999,200",742.72,"2,692",May-25,LORONG CHUAN,New Sale,Strata,69,"28,974",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,01 to 05
LAKEVIEW ESTATE,"1,880,000","1,614.6","1,164",May-25,UPPER THOMSON ROAD,Resale,Strata,150,"12,533",-,Apartment,1,99 yrs lease commencing from 1977,20,Rest of Central Region,16 to 20
BOTANIQUE AT BARTLEY,"1,495,000",731.95,"2,042",May-25,UPPER PAYA LEBAR ROAD,Resale,Strata,68,"21,985",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,16 to 20
JADE RESIDENCES,"2,000,000","1,323.97","1,511",May-25,LEW LIAN VALE,Resale,Strata,123,"16,260",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
CLOVER BY THE PARK,"3,338,000","1,754.53","1,903",May-25,BISHAN STREET 25,Resale,Strata,163,"20,479",-,Condominium,1,99 yrs lease commencing from 2007,20,Rest of Central Region,26 to 30
KINGSFORD WATERBAY,"1,025,000",688.9,"1,488",May-25,UPPER SERANGOON VIEW,Resale,Strata,64,"16,016",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
JADESCAPE,"1,815,000",764.24,"2,375",May-25,SHUNFU ROAD,Resale,Strata,71,"25,563",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,11 to 15
CHUAN PARK,"3,669,400","1,388.56","2,643",May-25,LORONG CHUAN,New Sale,Strata,129,"28,445",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,11 to 15
THE LUXURIE,"1,350,000",882.65,"1,529",May-25,COMPASSVALE ROAD,Resale,Strata,82,"16,463",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
ONE ROSYTH,"838,000",516.67,"1,622",May-25,ROSYTH ROAD,Resale,Strata,48,"17,458",-,Apartment,1,999 yrs lease commencing from 1886,19,Outside Central Region,01 to 05
BRADDELL VIEW,"1,648,000","1,614.6","1,021",May-25,BRADDELL HILL,Resale,Strata,150,"10,987",-,Apartment,1,102 yrs lease commencing from 1978,20,Rest of Central Region,01 to 05
THE MINTON,"1,420,000",979.52,"1,450",May-25,HOUGANG STREET 11,Resale,Strata,91,"15,604",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,06 to 10
KOVAN REGENCY,"1,080,000",645.84,"1,672",May-25,KOVAN RISE,Resale,Strata,60,"18,000",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
CHUAN PARK,"2,664,400","1,022.58","2,606",May-25,LORONG CHUAN,New Sale,Strata,95,"28,046",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,01 to 05
BOTANIQUE AT BARTLEY,"1,490,000",721.19,"2,066",May-25,UPPER PAYA LEBAR ROAD,Resale,Strata,67,"22,239",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
THE GARDEN RESIDENCES,"2,040,000","1,119.46","1,822",May-25,SERANGOON NORTH VIEW,Resale,Strata,104,"19,615",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,06 to 10
KOVAN RESIDENCES,"3,280,000","1,797.59","1,825",May-25,KOVAN ROAD,Resale,Strata,167,"19,641",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,16 to 20
KINGSFORD WATERBAY,"980,000",688.9,"1,423",May-25,UPPER SERANGOON VIEW,Resale,Strata,64,"15,313",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,01 to 05
FOREST WOODS,"950,000",516.67,"1,839",May-25,LORONG LEW LIAN,Resale,Strata,48,"19,792",-,Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
CARDIFF RESIDENCE,"1,340,000","1,033.34","1,297",May-25,CARDIFF GROVE,Resale,Strata,96,"13,958",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
CHUAN PARK,"2,006,500",731.95,"2,741",May-25,LORONG CHUAN,New Sale,Strata,68,"29,507",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,11 to 15
AFFINITY AT SERANGOON,"970,000",635.08,"1,527",May-25,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,59,"16,441",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
LA FIESTA,"1,300,000",731.95,"1,776",May-25,SENGKANG SQUARE,Resale,Strata,68,"19,118",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
FOREST WOODS,"1,280,000",602.78,"2,123",May-25,LORONG LEW LIAN,Resale,Strata,56,"22,857",-,Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
RIVERFRONT RESIDENCES,"1,900,000","1,065.64","1,783",May-25,HOUGANG AVENUE 7,Resale,Strata,99,"19,192",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
KINGSFORD WATERBAY,"1,290,000",882.65,"1,462",May-25,UPPER SERANGOON VIEW,Resale,Strata,82,"15,732",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
AFFLUENCE COURT,"1,650,000","1,248.62","1,321",May-25,AH SOO GARDEN,Resale,Strata,116,"14,224",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
CHUAN PARK,"2,651,900","1,119.46","2,369",May-25,LORONG CHUAN,New Sale,Strata,104,"25,499",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,21 to 25
BISHAN PARK CONDOMINIUM,"1,920,000","1,345.5","1,427",May-25,SIN MING WALK,Resale,Strata,125,"15,360",-,Condominium,1,99 yrs lease commencing from 1991,20,Rest of Central Region,06 to 10
CLOVER BY THE PARK,"2,420,000","1,291.68","1,874",May-25,BISHAN STREET 25,Resale,Strata,120,"20,167",-,Condominium,1,99 yrs lease commencing from 2007,20,Rest of Central Region,01 to 05
BARTLEY VUE,"1,725,000",796.54,"2,166",May-25,JALAN BUNGA RAMPAI,New Sale,Strata,74,"23,311",-,Apartment,1,99 yrs lease commencing from 2020,19,Rest of Central Region,16 to 20
THE FLORENCE RESIDENCES,"2,030,000","1,011.82","2,006",May-25,HOUGANG AVENUE 2,Sub Sale,Strata,94,"21,596",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
THOMSON V ONE,"670,000",441.32,"1,518",May-25,SIN MING ROAD,Resale,Strata,41,"16,341",-,Apartment,1,99 yrs lease commencing from 2001,20,Rest of Central Region,01 to 05
PARC CENTROS,"2,152,000","1,291.68","1,666",May-25,PUNGGOL CENTRAL,Resale,Strata,120,"17,933",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,16 to 20
GRANDEUR 8,"1,540,000","1,119.46","1,376",Apr-25,ANG MO KIO CENTRAL 3,Resale,Strata,104,"14,808",-,Condominium,1,99 yrs lease commencing from 2002,20,Outside Central Region,16 to 20
CHILTERN PARK,"2,000,000","1,474.67","1,356",Apr-25,SERANGOON AVENUE 3,Resale,Strata,137,"14,599",-,Condominium,1,99 yrs lease commencing from 1991,19,Outside Central Region,01 to 05
KOVAN MELODY,"2,150,000","1,227.1","1,752",Apr-25,KOVAN ROAD,Resale,Strata,114,"18,860",-,Condominium,1,99 yrs lease commencing from 2004,19,Outside Central Region,11 to 15
COMPASS HEIGHTS,"1,280,000","1,033.34","1,239",Apr-25,SENGKANG SQUARE,Resale,Strata,96,"13,333",-,Apartment,1,99 yrs lease commencing from 2000,19,Outside Central Region,01 to 05
FOREST WOODS,"1,330,000",656.6,"2,026",Apr-25,LORONG LEW LIAN,Resale,Strata,61,"21,803",-,Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,11 to 15
SENGKANG GRAND RESIDENCES,"1,540,000",764.24,"2,015",Apr-25,COMPASSVALE BOW,Sub Sale,Strata,71,"21,690",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
KOVAN GRANDEUR,"642,500",387.5,"1,658",Apr-25,TAMPINES ROAD,Resale,Strata,36,"17,847",-,Apartment,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
RIO VISTA,"1,100,000","1,065.64","1,032",Apr-25,UPPER SERANGOON VIEW,Resale,Strata,99,"11,111",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,11 to 15
THE MINTON,"1,450,000",979.52,"1,480",Apr-25,HOUGANG STREET 11,Resale,Strata,91,"15,934",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,06 to 10
RIVERFRONT RESIDENCES,"1,100,000",613.55,"1,793",Apr-25,HOUGANG AVENUE 7,Resale,Strata,57,"19,298",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
