Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
CITY GATE,"1,481,000",678.13,"2,184",May-25,BEACH ROAD,Resale,Strata,63,"23,508",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,16 to 20
RANGOON VIEW,"1,585,000","1,334.74","1,188",May-25,RANGOON ROAD,Resale,Strata,124,"12,782",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
THE M,"1,080,000",409.03,"2,640",May-25,MIDDLE ROAD,Resale,Strata,38,"28,421",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,01 to 05
FARRER PARK SUITES,"1,070,000",828.83,"1,291",May-25,OWEN ROAD,Resale,Strata,77,"13,896",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
SOUTHBANK,"1,155,000",613.55,"1,882",May-25,NORTH BRIDGE ROAD,Resale,Strata,57,"20,263",-,Apartment,1,99 yrs lease commencing from 2006,07,Rest of Central Region,16 to 20
AUREA,"6,010,945","1,797.59","3,344",May-25,BEACH ROAD,New Sale,Strata,167,"35,994",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,26 to 30
DUO RESIDENCES,"1,515,000",721.19,"2,101",May-25,FRASER STREET,Resale,Strata,67,"22,612",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,11 to 15
CITYSCAPE @FARRER PARK,"1,900,000","1,162.51","1,634",May-25,MERGUI ROAD,Resale,Strata,108,"17,593",-,Condominium,1,Freehold,08,Rest of Central Region,11 to 15
CITY LOFT,"668,888",376.74,"1,775",May-25,RACE COURSE ROAD,Resale,Strata,35,"19,111",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
STURDEE RESIDENCES,"1,460,000",656.6,"2,224",May-25,BEATTY ROAD,Resale,Strata,61,"23,934",-,Condominium,1,99 yrs lease commencing from 2015,08,Rest of Central Region,26 to 30
KENT RESIDENCES,"895,000",559.73,"1,599",May-25,KENT ROAD,Resale,Strata,52,"17,212",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
VOGX,"2,180,000","1,550.02","1,406",May-25,DORSET ROAD,Resale,Strata,144,"15,139",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
CONCOURSE SKYLINE,"2,200,000","1,162.51","1,892",May-25,BEACH ROAD,Resale,Strata,108,"20,370",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,31 to 35
CITY GATE,"1,610,000",775.01,"2,077",Apr-25,BEACH ROAD,Resale,Strata,72,"22,361",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,26 to 30
UPTOWN @ FARRER,"1,510,000",731.95,"2,063",Apr-25,PERUMAL ROAD,Resale,Strata,68,"22,206",-,Apartment,1,99 yrs lease commencing from 2017,08,Rest of Central Region,16 to 20
FORTE SUITES,"1,265,000",624.31,"2,026",Apr-25,MERGUI ROAD,Resale,Strata,58,"21,810",-,Apartment,1,Freehold,08,Rest of Central Region,16 to 20
JOOL SUITES,"750,000",409.03,"1,834",Apr-25,SING JOO WALK,Resale,Strata,38,"19,737",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
STURDEE RESIDENCES,"868,888",419.8,"2,070",Apr-25,BEATTY ROAD,Resale,Strata,39,"22,279",-,Condominium,1,99 yrs lease commencing from 2015,08,Rest of Central Region,01 to 05
THE M,"1,130,000",452.09,"2,500",Apr-25,MIDDLE ROAD,Resale,Strata,42,"26,905",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,01 to 05
STURDEE RESIDENCES,"1,438,000",656.6,"2,190",Apr-25,BEATTY ROAD,Resale,Strata,61,"23,574",-,Condominium,1,99 yrs lease commencing from 2015,08,Rest of Central Region,21 to 25
CITYLIGHTS,"1,830,000",871.88,"2,099",Apr-25,JELLICOE ROAD,Resale,Strata,81,"22,593",-,Condominium,1,99 yrs lease commencing from 2004,08,Rest of Central Region,21 to 25
CITYSCAPE @FARRER PARK,"2,350,000","1,377.79","1,706",Apr-25,MERGUI ROAD,Resale,Strata,128,"18,359",-,Condominium,1,Freehold,08,Rest of Central Region,21 to 25
CITY LOFT,"720,000",419.8,"1,715",Apr-25,RACE COURSE ROAD,Resale,Strata,39,"18,462",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
MIDTOWN BAY,"2,440,000",742.72,"3,266",Apr-25,BEACH ROAD,New Sale,Strata,69,"35,154","2,425,600",Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,21 to 25
DUO RESIDENCES,"3,310,888","1,614.6","2,051",Apr-25,FRASER STREET,Resale,Strata,150,"22,073",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,21 to 25
CITYLIGHTS,"2,560,000","1,313.21","1,949",Apr-25,JELLICOE ROAD,Resale,Strata,122,"20,984",-,Condominium,1,99 yrs lease commencing from 2004,08,Rest of Central Region,26 to 30
LITTLE INDIA CONSERVATION AREA,"1,050,000","1,151.75",912,Apr-25,SERANGOON ROAD,Resale,Strata,107,"9,813",-,Apartment,1,9999 yrs lease commencing from 1958,08,Rest of Central Region,01 to 05
THE BENCOOLEN,"1,423,000",882.65,"1,612",Apr-25,BENCOOLEN STREET,Resale,Strata,82,"17,354",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,06 to 10
STURDEE RESIDENCES,"1,400,000",656.6,"2,132",Apr-25,BEATTY ROAD,Resale,Strata,61,"22,951",-,Condominium,1,99 yrs lease commencing from 2015,08,Rest of Central Region,16 to 20
STURDEE RESIDENCES,"1,705,000",828.83,"2,057",Apr-25,BEATTY ROAD,Resale,Strata,77,"22,143",-,Condominium,1,99 yrs lease commencing from 2015,08,Rest of Central Region,11 to 15
SUNSHINE PLAZA,"1,646,000","1,044.11","1,576",Apr-25,PRINSEP LINK,Resale,Strata,97,"16,969",-,Apartment,1,99 yrs lease commencing from 1997,07,Rest of Central Region,06 to 10
CONCOURSE SKYLINE,"2,020,000","1,140.98","1,770",Apr-25,BEACH ROAD,Resale,Strata,106,"19,057",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,16 to 20
STURDEE RESIDENCES,"1,398,888",656.6,"2,130",Apr-25,BEATTY ROAD,Resale,Strata,61,"22,933",-,Condominium,1,99 yrs lease commencing from 2015,08,Rest of Central Region,21 to 25
DUO RESIDENCES,"1,622,000",721.19,"2,249",Apr-25,FRASER STREET,Resale,Strata,67,"24,209",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,16 to 20
THE M,"1,250,000",527.44,"2,370",Apr-25,MIDDLE ROAD,Resale,Strata,49,"25,510",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,01 to 05
DUO RESIDENCES,"3,388,888","1,614.6","2,099",Mar-25,FRASER STREET,Resale,Strata,150,"22,593",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,21 to 25
MIDTOWN BAY,"1,610,000",452.09,"3,529",Mar-25,BEACH ROAD,New Sale,Strata,42,"37,990","1,595,600",Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,16 to 20
RACE COURSE 138,"1,625,000","1,431.61","1,135",Mar-25,RACE COURSE ROAD,Resale,Strata,133,"12,218",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
CITY GATE,"1,506,000",688.9,"2,186",Mar-25,BEACH ROAD,Resale,Strata,64,"23,531",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,16 to 20
DUO RESIDENCES,"1,150,000",527.44,"2,180",Mar-25,FRASER STREET,Resale,Strata,49,"23,469",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,21 to 25
CLYDES RESIDENCE,"1,820,000","1,119.46","1,626",Mar-25,MERGUI ROAD,Resale,Strata,104,"17,500",-,Apartment,1,Freehold,08,Rest of Central Region,11 to 15
CITYLIGHTS,"1,320,000",678.13,"1,947",Mar-25,JELLICOE ROAD,Resale,Strata,63,"20,952",-,Condominium,1,99 yrs lease commencing from 2004,08,Rest of Central Region,06 to 10
R66 APARTMENTS,"790,000",473.62,"1,668",Mar-25,RANGOON ROAD,Resale,Strata,44,"17,955",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
THE BENCOOLEN,"1,470,000",925.7,"1,588",Mar-25,BENCOOLEN STREET,Resale,Strata,86,"17,093",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,01 to 05
CITYSCAPE @FARRER PARK,"1,843,000","1,162.51","1,585",Mar-25,MERGUI ROAD,Resale,Strata,108,"17,065",-,Condominium,1,Freehold,08,Rest of Central Region,16 to 20
HOA NAM BUILDING,"1,200,000",882.65,"1,360",Mar-25,FOCH ROAD,Resale,Strata,82,"14,634",-,Apartment,1,Freehold,08,Rest of Central Region,06 to 10
STURDEE RESIDENCES,"1,360,000",656.6,"2,071",Mar-25,BEATTY ROAD,Resale,Strata,61,"22,295",-,Condominium,1,99 yrs lease commencing from 2015,08,Rest of Central Region,06 to 10
SUITES @ OWEN,"1,265,000",818.06,"1,546",Mar-25,OWEN ROAD,Resale,Strata,76,"16,645",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
CARLYX GREEN,"980,000",602.78,"1,626",Mar-25,CARLISLE ROAD,Resale,Strata,56,"17,500",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
DUO RESIDENCES,"1,398,000",613.55,"2,279",Mar-25,FRASER STREET,Resale,Strata,57,"24,526",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,16 to 20
STURDEE RESIDENCES,"2,010,000",947.23,"2,122",Mar-25,BEATTY ROAD,Resale,Strata,88,"22,841",-,Condominium,1,99 yrs lease commencing from 2015,08,Rest of Central Region,21 to 25
KENT RESIDENCES,"827,000",505.91,"1,635",Mar-25,KENT ROAD,Resale,Strata,47,"17,596",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
AUREA,"2,911,440","1,001.05","2,908",Mar-25,BEACH ROAD,New Sale,Strata,93,"31,306",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,11 to 15
CITY SQUARE RESIDENCES,"3,408,000","1,496.2","2,278",Mar-25,KITCHENER LINK,Resale,Strata,139,"24,518",-,Condominium,1,Freehold,08,Rest of Central Region,26 to 30
CITYLIGHTS,"2,468,000","1,313.21","1,879",Mar-25,JELLICOE ROAD,Resale,Strata,122,"20,230",-,Condominium,1,99 yrs lease commencing from 2004,08,Rest of Central Region,11 to 15
MIDTOWN MODERN,"2,640,000",904.18,"2,920",Mar-25,TAN QUEE LAN STREET,Sub Sale,Strata,84,"31,429",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,11 to 15
MIDTOWN MODERN,"1,400,000",409.03,"3,423",Mar-25,TAN QUEE LAN STREET,Sub Sale,Strata,38,"36,842",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,16 to 20
AUREA,"4,267,850","1,442.38","2,959",Mar-25,BEACH ROAD,New Sale,Strata,134,"31,850",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,11 to 15
AUREA,"2,999,039","1,001.05","2,996",Mar-25,BEACH ROAD,New Sale,Strata,93,"32,248",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,16 to 20
MIDTOWN MODERN,"2,638,000",904.18,"2,918",Mar-25,TAN QUEE LAN STREET,Sub Sale,Strata,84,"31,405",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,11 to 15
AUREA,"5,869,248","1,797.59","3,265",Mar-25,BEACH ROAD,New Sale,Strata,167,"35,145",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,21 to 25
AUREA,"1,943,780",710.42,"2,736",Mar-25,BEACH ROAD,New Sale,Strata,66,"29,451",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,06 to 10
AUREA,"1,911,735",645.84,"2,960",Mar-25,BEACH ROAD,New Sale,Strata,60,"31,862",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,06 to 10
AUREA,"1,949,475",710.42,"2,744",Mar-25,BEACH ROAD,New Sale,Strata,66,"29,538",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,06 to 10
AUREA,"2,861,015","1,001.05","2,858",Mar-25,BEACH ROAD,New Sale,Strata,93,"30,764",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,06 to 10
AUREA,"1,958,655",710.42,"2,757",Mar-25,BEACH ROAD,New Sale,Strata,66,"29,677",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,06 to 10
AUREA,"1,927,885",645.84,"2,985",Mar-25,BEACH ROAD,New Sale,Strata,60,"32,131",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,06 to 10
AUREA,"1,975,740",710.42,"2,781",Mar-25,BEACH ROAD,New Sale,Strata,66,"29,935",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,11 to 15
AUREA,"4,239,205","1,442.38","2,939",Mar-25,BEACH ROAD,New Sale,Strata,134,"31,636",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,11 to 15
AUREA,"1,981,435",710.42,"2,789",Mar-25,BEACH ROAD,New Sale,Strata,66,"30,022",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,11 to 15
AUREA,"4,311,115","1,442.38","2,989",Mar-25,BEACH ROAD,New Sale,Strata,134,"32,173",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,11 to 15
AUREA,"1,999,880",710.42,"2,815",Mar-25,BEACH ROAD,New Sale,Strata,66,"30,301",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,11 to 15
AUREA,"2,049,605",710.42,"2,885",Mar-25,BEACH ROAD,New Sale,Strata,66,"31,055",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,16 to 20
AUREA,"3,016,225","1,001.05","3,013",Mar-25,BEACH ROAD,New Sale,Strata,93,"32,433",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,16 to 20
AUREA,"3,111,340","1,001.05","3,108",Mar-25,BEACH ROAD,New Sale,Strata,93,"33,455",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,21 to 25
AUREA,"5,867,210","1,797.59","3,264",Mar-25,BEACH ROAD,New Sale,Strata,167,"35,133",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,21 to 25
AUREA,"6,091,865","1,797.59","3,389",Mar-25,BEACH ROAD,New Sale,Strata,167,"36,478",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,26 to 30
JOOL SUITES,"735,000",409.03,"1,797",Mar-25,SING JOO WALK,Resale,Strata,38,"19,342",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
AUREA,"1,963,752",710.42,"2,764",Mar-25,BEACH ROAD,New Sale,Strata,66,"29,754",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,11 to 15
AUREA,"5,795,300","1,797.59","3,224",Mar-25,BEACH ROAD,New Sale,Strata,167,"34,702",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,21 to 25
STURDEE RESIDENCES,"885,000",419.8,"2,108",Mar-25,BEATTY ROAD,Resale,Strata,39,"22,692",-,Condominium,1,99 yrs lease commencing from 2015,08,Rest of Central Region,11 to 15
RACE COURSE MANSION,"1,360,000","1,237.86","1,099",Mar-25,RACE COURSE ROAD,Resale,Strata,115,"11,826",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
RACE COURSE 138,"1,310,000","1,140.98","1,148",Mar-25,RACE COURSE ROAD,Resale,Strata,106,"12,358",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
STURDEE RESIDENCES,"2,370,000","1,033.34","2,294",Mar-25,BEATTY ROAD,Resale,Strata,96,"24,688",-,Condominium,1,99 yrs lease commencing from 2015,08,Rest of Central Region,26 to 30
CITYLIGHTS,"1,060,000",559.73,"1,894",Mar-25,JELLICOE ROAD,Resale,Strata,52,"20,385",-,Condominium,1,99 yrs lease commencing from 2004,08,Rest of Central Region,26 to 30
AUREA,"1,959,796",710.42,"2,759",Mar-25,BEACH ROAD,New Sale,Strata,66,"29,694",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,16 to 20
AUREA,"2,886,574","1,001.05","2,884",Mar-25,BEACH ROAD,New Sale,Strata,93,"31,038",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,16 to 20
THE BENCOOLEN,"1,570,000",968.76,"1,621",Mar-25,BENCOOLEN STREET,Resale,Strata,90,"17,444",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,16 to 20
MIDTOWN MODERN,"2,388,888",721.19,"3,312",Mar-25,TAN QUEE LAN STREET,Sub Sale,Strata,67,"35,655",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,11 to 15
MIDTOWN BAY,"4,388,000","1,323.97","3,303",Mar-25,BEACH ROAD,New Sale,Strata,123,"35,558","4,373,600",Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,26 to 30
SOHO 188,"890,000",559.73,"1,590",Feb-25,RACE COURSE ROAD,Resale,Strata,52,"17,115",-,Apartment,1,Freehold,08,Rest of Central Region,06 to 10
CITYLIGHTS,"1,980,000",893.41,"2,216",Feb-25,JELLICOE ROAD,Resale,Strata,83,"23,855",-,Condominium,1,99 yrs lease commencing from 2004,08,Rest of Central Region,26 to 30
CITY GATE,"1,520,000",678.13,"2,241",Feb-25,BEACH ROAD,Resale,Strata,63,"24,127",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,16 to 20
STURDEE RESIDENCES,"2,500,000","1,291.68","1,935",Feb-25,BEATTY ROAD,Resale,Strata,120,"20,833",-,Condominium,1,99 yrs lease commencing from 2015,08,Rest of Central Region,01 to 05
SOUTHBANK,"2,520,000","1,313.21","1,919",Feb-25,NORTH BRIDGE ROAD,Resale,Strata,122,"20,656",-,Apartment,1,99 yrs lease commencing from 2006,07,Rest of Central Region,26 to 30
MERA SPRINGS,"2,700,000","1,291.68","2,090",Feb-25,CARLISLE ROAD,Resale,Strata,120,"22,500",-,Condominium,1,Freehold,08,Rest of Central Region,11 to 15
SOUTHBANK,"1,736,000",904.18,"1,920",Feb-25,NORTH BRIDGE ROAD,Resale,Strata,84,"20,667",-,Apartment,1,99 yrs lease commencing from 2006,07,Rest of Central Region,26 to 30
SOUTHBANK,"1,222,000",613.55,"1,992",Feb-25,NORTH BRIDGE ROAD,Resale,Strata,57,"21,439",-,Apartment,1,99 yrs lease commencing from 2006,07,Rest of Central Region,31 to 35
SOUTHBANK,"1,720,000",904.18,"1,902",Feb-25,NORTH BRIDGE ROAD,Resale,Strata,84,"20,476",-,Apartment,1,99 yrs lease commencing from 2006,07,Rest of Central Region,21 to 25
THE CITRON RESIDENCES,"720,000",387.5,"1,858",Feb-25,MARNE ROAD,Resale,Strata,36,"20,000",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
CITY SQUARE RESIDENCES,"1,180,000",570.49,"2,068",Feb-25,KITCHENER LINK,Resale,Strata,53,"22,264",-,Condominium,1,Freehold,08,Rest of Central Region,16 to 20
SOUTH BEACH RESIDENCES,"7,000,000","2,281.97","3,068",Feb-25,BEACH ROAD,Resale,Strata,212,"33,019",-,Apartment,1,99 yrs lease commencing from 2007,07,Core Central Region,21 to 25
FORTE SUITES,"800,000",473.62,"1,689",Feb-25,MERGUI ROAD,Resale,Strata,44,"18,182",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
RESIDENTIAL APARTMENTS,"1,600,000","1,611.37",993,Feb-25,HORNE ROAD,Resale,Strata,149.7,"10,688",-,Apartment,1,999999 yrs lease commencing from 1958,08,Rest of Central Region,01 to 05
SUNSHINE PLAZA,"1,850,000","1,302.44","1,420",Feb-25,PRINSEP LINK,Resale,Strata,121,"15,289",-,Apartment,1,99 yrs lease commencing from 1997,07,Rest of Central Region,01 to 05
KERRISDALE,"2,060,000","1,259.39","1,636",Feb-25,STURDEE ROAD,Resale,Strata,117,"17,607",-,Condominium,1,99 yrs lease commencing from 1998,08,Rest of Central Region,21 to 25
UPTOWN @ FARRER,"1,148,888",538.2,"2,135",Feb-25,PERUMAL ROAD,Resale,Strata,50,"22,978",-,Apartment,1,99 yrs lease commencing from 2017,08,Rest of Central Region,11 to 15
CITY SQUARE RESIDENCES,"2,575,000","1,216.33","2,117",Feb-25,KITCHENER LINK,Resale,Strata,113,"22,788",-,Condominium,1,Freehold,08,Rest of Central Region,11 to 15
THE M,"1,250,000",452.09,"2,765",Feb-25,MIDDLE ROAD,Resale,Strata,42,"29,762",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,01 to 05
THE PLAZA,"888,000",731.95,"1,213",Feb-25,BEACH ROAD,Resale,Strata,68,"13,059",-,Apartment,1,99 yrs lease commencing from 1968,07,Core Central Region,21 to 25
THE CITRON RESIDENCES,"838,888",430.56,"1,948",Feb-25,MARNE ROAD,Resale,Strata,40,"20,972",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
RANGOON 88,"733,888",441.32,"1,663",Feb-25,RANGOON ROAD,Resale,Strata,41,"17,900",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
STURDEE RESIDENCES,"878,888",419.8,"2,094",Feb-25,BEATTY ROAD,Resale,Strata,39,"22,536",-,Condominium,1,99 yrs lease commencing from 2015,08,Rest of Central Region,06 to 10
THE M,"1,200,000",495.14,"2,424",Feb-25,MIDDLE ROAD,Resale,Strata,46,"26,087",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,01 to 05
THE BENCOOLEN,"1,330,000",871.88,"1,525",Feb-25,BENCOOLEN STREET,Resale,Strata,81,"16,420",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,01 to 05
CITYLIGHTS,"2,530,000","1,420.85","1,781",Feb-25,JELLICOE ROAD,Resale,Strata,132,"19,167",-,Condominium,1,99 yrs lease commencing from 2004,08,Rest of Central Region,11 to 15
THE URBANITE,"810,888",484.38,"1,674",Feb-25,HERTFORD ROAD,Resale,Strata,45,"18,020",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
CITY SQUARE RESIDENCES,"2,640,000","1,216.33","2,170",Feb-25,KITCHENER LINK,Resale,Strata,113,"23,363",-,Condominium,1,Freehold,08,Rest of Central Region,21 to 25
LITTLE INDIA CONSERVATION AREA,"1,400,000","1,377.79","1,016",Jan-25,UPPER WELD ROAD,Resale,Strata,128,"10,938",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
KERRISDALE,"1,950,000","1,259.39","1,548",Jan-25,STURDEE ROAD,Resale,Strata,117,"16,667",-,Condominium,1,99 yrs lease commencing from 1998,08,Rest of Central Region,11 to 15
CITYSCAPE @FARRER PARK,"2,900,000","2,120.51","1,368",Jan-25,MERGUI ROAD,Resale,Strata,197,"14,721",-,Condominium,1,Freehold,08,Rest of Central Region,26 to 30
CITY SQUARE RESIDENCES,"1,850,000",871.88,"2,122",Jan-25,KITCHENER LINK,Resale,Strata,81,"22,840",-,Condominium,1,Freehold,08,Rest of Central Region,11 to 15
BURLINGTON SQUARE,"1,480,000","1,151.75","1,285",Jan-25,BENCOOLEN STREET,Resale,Strata,107,"13,832",-,Apartment,1,99 yrs lease commencing from 1996,07,Rest of Central Region,01 to 05
CITY GATE,"980,000",452.09,"2,168",Jan-25,BEACH ROAD,Resale,Strata,42,"23,333",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,16 to 20
CITY SQUARE RESIDENCES,"3,225,000","1,496.2","2,155",Jan-25,KITCHENER LINK,Resale,Strata,139,"23,201",-,Condominium,1,Freehold,08,Rest of Central Region,11 to 15
SOHO 188,"750,000",452.09,"1,659",Jan-25,RACE COURSE ROAD,Resale,Strata,42,"17,857",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
DUO RESIDENCES,"2,210,000",968.76,"2,281",Jan-25,FRASER STREET,Resale,Strata,90,"24,556",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,26 to 30
KENTISH LODGE,"1,400,000","1,140.98","1,227",Jan-25,OXFORD ROAD,Resale,Strata,106,"13,208",-,Apartment,1,99 yrs lease commencing from 1995,08,Rest of Central Region,06 to 10
CITYLIGHTS,"1,210,000",678.13,"1,784",Jan-25,JELLICOE ROAD,Resale,Strata,63,"19,206",-,Condominium,1,99 yrs lease commencing from 2004,08,Rest of Central Region,11 to 15
CITYSCAPE @FARRER PARK,"1,830,000","1,162.51","1,574",Jan-25,MERGUI ROAD,Resale,Strata,108,"16,944",-,Condominium,1,Freehold,08,Rest of Central Region,21 to 25
DUO RESIDENCES,"1,300,000",559.73,"2,323",Jan-25,FRASER STREET,Resale,Strata,52,"25,000",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,21 to 25
