Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE TAPESTRY,"800,000",473.62,"1,689",May-25,TAMPINES STREET 86,Resale,Strata,44,"18,182",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,11 to 15
THE TAPESTRY,"1,708,000",990.29,"1,725",May-25,TAMPINES STREET 86,Resale,Strata,92,"18,565",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,06 to 10
RIPPLE BAY,"1,080,000",796.54,"1,356",May-25,PASIR RIS LINK,Resale,Strata,74,"14,595",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
THE SHOREFRONT,"2,988,000","1,679.18","1,779",May-25,JALAN LOYANG BESAR,New Sale,Strata,156,"19,154",-,Apartment,1,999 yrs lease commencing from 1937,17,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"2,400,000","1,323.97","1,813",May-25,TAMPINES LANE,Resale,Strata,123,"19,512",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
MELVILLE PARK,"1,270,000","1,410.08",901,May-25,SIMEI STREET 1,Resale,Strata,131,"9,695",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,11 to 15
NV RESIDENCES,"775,000",505.91,"1,532",May-25,PASIR RIS GROVE,Resale,Strata,47,"16,489",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
MELVILLE PARK,"1,160,000","1,302.44",891,May-25,SIMEI STREET 1,Resale,Strata,121,"9,587",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,01 to 05
PARKTOWN RESIDENCE,"1,729,000",721.19,"2,397",May-25,TAMPINES STREET 62,New Sale,Strata,67,"25,806",-,Apartment,1,99 yrs lease commencing from 2023,18,Outside Central Region,06 to 10
MODENA,"1,720,000","1,410.08","1,220",May-25,SIMEI STREET 4,Resale,Strata,131,"13,130",-,Condominium,1,99 yrs lease commencing from 1997,18,Outside Central Region,01 to 05
Q BAY RESIDENCES,"1,210,000",828.83,"1,460",May-25,TAMPINES STREET 86,Resale,Strata,77,"15,714",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
EASTPOINT GREEN,"1,282,888","1,140.98","1,124",May-25,SIMEI STREET 3,Resale,Strata,106,"12,103",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
PARKTOWN RESIDENCE,"1,733,000",678.13,"2,556",May-25,TAMPINES STREET 62,New Sale,Strata,63,"27,508",-,Apartment,1,99 yrs lease commencing from 2023,18,Outside Central Region,11 to 15
THE ALPS RESIDENCES,"995,000",699.66,"1,422",May-25,TAMPINES STREET 86,Resale,Strata,65,"15,308",-,Condominium,1,99 yrs lease commencing from 2015,18,Outside Central Region,06 to 10
EDELWEISS PARK CONDOMINIUM,"1,688,000","1,334.74","1,265",May-25,FLORA ROAD,Resale,Strata,124,"13,613",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
THE JOVELL,"1,300,000",904.18,"1,438",May-25,FLORA DRIVE,Resale,Strata,84,"15,476",-,Condominium,1,99 yrs lease commencing from 2018,17,Outside Central Region,01 to 05
THE INFLORA,"700,000",462.85,"1,512",May-25,FLORA DRIVE,Resale,Strata,43,"16,279",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,06 to 10
THE TAPESTRY,"1,080,000",602.78,"1,792",May-25,TAMPINES STREET 86,Resale,Strata,56,"19,286",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,11 to 15
RIPPLE BAY,"718,000",484.38,"1,482",May-25,PASIR RIS LINK,Resale,Strata,45,"15,956",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
HEDGES PARK CONDOMINIUM,"1,250,000","1,001.05","1,249",May-25,FLORA DRIVE,Resale,Strata,93,"13,441",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,06 to 10
MELVILLE PARK,"860,000",936.47,918,May-25,SIMEI STREET 1,Resale,Strata,87,"9,885",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,06 to 10
MY MANHATTAN,"1,360,000",861.12,"1,579",May-25,SIMEI STREET 3,Resale,Strata,80,"17,000",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
EASTPOINT GREEN,"1,125,000",958,"1,174",May-25,SIMEI STREET 3,Resale,Strata,89,"12,640",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,06 to 10
SEA ESTA,"1,250,000",904.18,"1,382",May-25,PASIR RIS LINK,Resale,Strata,84,"14,881",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
PARKTOWN RESIDENCE,"2,665,000","1,184.04","2,251",May-25,TAMPINES STREET 62,New Sale,Strata,110,"24,227",-,Apartment,1,99 yrs lease commencing from 2023,18,Outside Central Region,01 to 05
THE TROPICA,"1,530,000","1,194.8","1,281",May-25,TAMPINES AVENUE 1,Resale,Strata,111,"13,784",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
MELVILLE PARK,"910,000",968.76,939,May-25,SIMEI STREET 1,Resale,Strata,90,"10,111",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,01 to 05
THE SANTORINI,"1,368,000",914.94,"1,495",May-25,TAMPINES STREET 86,Resale,Strata,85,"16,094",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,11 to 15
THE TAPESTRY,"751,888",441.32,"1,704",May-25,TAMPINES STREET 86,Resale,Strata,41,"18,339",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,11 to 15
TREASURE AT TAMPINES,"2,988,888","1,722.24","1,735",May-25,TAMPINES LANE,Resale,Strata,160,"18,681",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
PARKTOWN RESIDENCE,"1,256,000",505.91,"2,483",May-25,TAMPINES STREET 62,New Sale,Strata,47,"26,723",-,Apartment,1,99 yrs lease commencing from 2023,18,Outside Central Region,11 to 15
THE JOVELL,"730,000",452.09,"1,615",Apr-25,FLORA DRIVE,Resale,Strata,42,"17,381",-,Condominium,1,99 yrs lease commencing from 2018,17,Outside Central Region,01 to 05
PARKTOWN RESIDENCE,"1,936,000",764.24,"2,533",Apr-25,TAMPINES STREET 62,New Sale,Strata,71,"27,268",-,Apartment,1,99 yrs lease commencing from 2023,18,Outside Central Region,06 to 10
PARKTOWN RESIDENCE,"1,249,000",505.91,"2,469",Apr-25,TAMPINES STREET 62,New Sale,Strata,47,"26,574",-,Apartment,1,99 yrs lease commencing from 2023,18,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"1,210,000",678.13,"1,784",Apr-25,TAMPINES LANE,Resale,Strata,63,"19,206",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"1,610,000",914.94,"1,760",Apr-25,TAMPINES LANE,Resale,Strata,85,"18,941",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
PARC OLYMPIA,"1,130,000","1,022.58","1,105",Apr-25,FLORA DRIVE,Resale,Strata,95,"11,895",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
DOUBLE BAY RESIDENCES,"2,200,000","1,829.88","1,202",Apr-25,SIMEI STREET 4,Resale,Strata,170,"12,941",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
NV RESIDENCES,"1,610,000","1,184.04","1,360",Apr-25,PASIR RIS GROVE,Resale,Strata,110,"14,636",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
WATERVIEW,"1,228,000",785.77,"1,563",Apr-25,TAMPINES AVENUE 1,Resale,Strata,73,"16,822",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,11 to 15
SEA ESTA,"1,720,000","1,216.33","1,414",Apr-25,PASIR RIS LINK,Resale,Strata,113,"15,221",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"1,880,000","1,011.82","1,858",Apr-25,TAMPINES LANE,Resale,Strata,94,"20,000",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
PARC OLYMPIA,"775,000",645.84,"1,200",Apr-25,FLORA DRIVE,Resale,Strata,60,"12,917",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
PARKTOWN RESIDENCE,"1,231,000",505.91,"2,433",Apr-25,TAMPINES STREET 62,New Sale,Strata,47,"26,191",-,Apartment,1,99 yrs lease commencing from 2023,18,Outside Central Region,06 to 10
EDELWEISS PARK CONDOMINIUM,"1,180,000","1,054.87","1,119",Apr-25,FLORA ROAD,Resale,Strata,98,"12,041",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"1,585,000",882.65,"1,796",Apr-25,TAMPINES LANE,Resale,Strata,82,"19,329",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"2,450,000","1,323.97","1,850",Apr-25,TAMPINES LANE,Resale,Strata,123,"19,919",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
FERRARIA PARK CONDOMINIUM,"1,238,000",979.52,"1,264",Apr-25,FLORA DRIVE,Resale,Strata,91,"13,604",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
PARC OLYMPIA,"680,000",495.14,"1,373",Apr-25,FLORA DRIVE,Resale,Strata,46,"14,783",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,06 to 10
THE SANTORINI,"710,000",527.44,"1,346",Apr-25,TAMPINES STREET 86,Resale,Strata,49,"14,490",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,01 to 05
MELVILLE PARK,"940,000","1,044.11",900,Apr-25,SIMEI STREET 1,Resale,Strata,97,"9,691",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,01 to 05
PARKTOWN RESIDENCE,"2,718,000","1,184.04","2,296",Apr-25,TAMPINES STREET 62,New Sale,Strata,110,"24,709",-,Apartment,1,99 yrs lease commencing from 2023,18,Outside Central Region,06 to 10
PARKTOWN RESIDENCE,"3,443,000","1,485.43","2,318",Apr-25,TAMPINES STREET 62,New Sale,Strata,138,"24,949",-,Apartment,1,99 yrs lease commencing from 2023,18,Outside Central Region,01 to 05
PARKTOWN RESIDENCE,"2,644,000","1,162.51","2,274",Apr-25,TAMPINES STREET 62,New Sale,Strata,108,"24,481",-,Apartment,1,99 yrs lease commencing from 2023,18,Outside Central Region,06 to 10
KASSIA,"1,881,000",904.18,"2,080",Apr-25,FLORA DRIVE,New Sale,Strata,84,"22,393",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
LIVIA,"1,270,000",914.94,"1,388",Apr-25,PASIR RIS GROVE,Resale,Strata,85,"14,941",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
THE ALPS RESIDENCES,"668,000",441.32,"1,514",Apr-25,TAMPINES STREET 86,Resale,Strata,41,"16,293",-,Condominium,1,99 yrs lease commencing from 2015,18,Outside Central Region,01 to 05
THE ALPS RESIDENCES,"980,000",699.66,"1,401",Apr-25,TAMPINES STREET 86,Resale,Strata,65,"15,077",-,Condominium,1,99 yrs lease commencing from 2015,18,Outside Central Region,01 to 05
COCO PALMS,"2,338,000","1,474.67","1,585",Apr-25,PASIR RIS GROVE,Resale,Strata,137,"17,066",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
NV RESIDENCES,"1,050,000",742.72,"1,414",Apr-25,PASIR RIS GROVE,Resale,Strata,69,"15,217",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
THE ALPS RESIDENCES,"1,000,000",688.9,"1,452",Apr-25,TAMPINES STREET 86,Resale,Strata,64,"15,625",-,Condominium,1,99 yrs lease commencing from 2015,18,Outside Central Region,06 to 10
VUE 8 RESIDENCE,"2,000,000","1,345.5","1,486",Apr-25,PASIR RIS HEIGHTS,Resale,Strata,125,"16,000",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"801,800",462.85,"1,732",Apr-25,TAMPINES LANE,Resale,Strata,43,"18,647",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
PALM ISLES,"968,888",807.3,"1,200",Apr-25,FLORA DRIVE,Resale,Strata,75,"12,919",-,Condominium,1,99 yrs lease commencing from 2011,17,Outside Central Region,01 to 05
SAVANNAH CONDOPARK,"1,430,000","1,227.1","1,165",Apr-25,SIMEI RISE,Resale,Strata,114,"12,544",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,06 to 10
SAVANNAH CONDOPARK,"1,380,000","1,227.1","1,125",Apr-25,SIMEI RISE,Resale,Strata,114,"12,105",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,06 to 10
HEDGES PARK CONDOMINIUM,"1,135,000",871.88,"1,302",Apr-25,FLORA DRIVE,Resale,Strata,81,"14,012",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,06 to 10
