Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
TRILIVE,"950,000",613.55,"1,548",Aug-21,TAMPINES ROAD,Resale,Strata,57,"16,667",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
THE WINDSOR,"1,830,000","1,636.13","1,118",Aug-21,ONTARIO AVENUE,Resale,Strata,152,"12,039",-,Condominium,1,Freehold,20,Rest of Central Region,01 to 05
SENGKANG GRAND RESIDENCES,"1,207,920",678.13,"1,781",Aug-21,COMPASSVALE BOW,New Sale,Strata,63,"19,173",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
THE FLORENCE RESIDENCES,"903,000",484.38,"1,864",Aug-21,HOUGANG AVENUE 2,New Sale,Strata,45,"20,067",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
THE FLORENCE RESIDENCES,"1,148,000",635.08,"1,808",Aug-21,HOUGANG AVENUE 2,New Sale,Strata,59,"19,458",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
MIDTOWN RESIDENCES,"1,500,000","1,248.62","1,201",Aug-21,UPPER SERANGOON ROAD,Resale,Strata,116,"12,931",-,Apartment,1,99 yrs lease commencing from 2013,19,Outside Central Region,11 to 15
BOTANIQUE AT BARTLEY,"1,030,000",656.6,"1,569",Aug-21,UPPER PAYA LEBAR ROAD,Resale,Strata,61,"16,885",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,01 to 05
THE QUINN,"1,860,000","1,625.36","1,144",Aug-21,BARTLEY ROAD,Resale,Strata,151,"12,318",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
COMPASS HEIGHTS,"922,250","1,280.92",720,Aug-21,SENGKANG SQUARE,Resale,Strata,119,"7,750",-,Apartment,1,99 yrs lease commencing from 2000,19,Outside Central Region,01 to 05
THE QUINN,"2,000,000","1,776.06","1,126",Aug-21,BARTLEY ROAD,Resale,Strata,165,"12,121",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
THE MINTON,"1,530,000","1,216.33","1,258",Aug-21,HOUGANG STREET 11,Resale,Strata,113,"13,540",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,11 to 15
SENGKANG GRAND RESIDENCES,"2,349,300","1,313.21","1,789",Aug-21,COMPASSVALE BOW,New Sale,Strata,122,"19,257",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
THE FLORENCE RESIDENCES,"1,773,000",990.29,"1,790",Aug-21,HOUGANG AVENUE 2,New Sale,Strata,92,"19,272",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
THE FLORENCE RESIDENCES,"893,000",473.62,"1,885",Aug-21,HOUGANG AVENUE 2,New Sale,Strata,44,"20,295",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,16 to 20
THE FLORENCE RESIDENCES,"900,000",484.38,"1,858",Aug-21,HOUGANG AVENUE 2,New Sale,Strata,45,"20,000",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
LA FIESTA,"1,095,000",839.59,"1,304",Aug-21,SENGKANG SQUARE,Resale,Strata,78,"14,038",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
WATERTOWN,"822,000",570.49,"1,441",Aug-21,PUNGGOL CENTRAL,Resale,Strata,53,"15,509",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
KINGSFORD WATERBAY,"820,000",678.13,"1,209",Aug-21,UPPER SERANGOON VIEW,Resale,Strata,63,"13,016",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,01 to 05
CLOVER BY THE PARK,"1,650,000","1,216.33","1,357",Aug-21,BISHAN STREET 25,Resale,Strata,113,"14,602",-,Condominium,1,99 yrs lease commencing from 2007,20,Rest of Central Region,01 to 05
PIN MANSIONS,"1,500,000","1,237.86","1,212",Aug-21,LIM AH PIN ROAD,Resale,Strata,115,"13,043",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
THE QUARTZ,"1,120,000","1,065.64","1,051",Aug-21,COMPASSVALE BOW,Resale,Strata,99,"11,313",-,Condominium,1,99 yrs lease commencing from 2005,19,Outside Central Region,06 to 10
KOVAN MELODY,"1,638,000","1,291.68","1,268",Aug-21,KOVAN ROAD,Resale,Strata,120,"13,650",-,Condominium,1,99 yrs lease commencing from 2004,19,Outside Central Region,16 to 20
SKY VUE,"1,150,000",678.13,"1,696",Aug-21,BISHAN STREET 15,Resale,Strata,63,"18,254",-,Condominium,1,99 yrs lease commencing from 2013,20,Rest of Central Region,11 to 15
RIVERFRONT RESIDENCES,"650,000",462.85,"1,404",Aug-21,HOUGANG AVENUE 7,Sub Sale,Strata,43,"15,116",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
AFFINITY AT SERANGOON,"2,400,000","1,668.42","1,438",Aug-21,SERANGOON NORTH AVENUE 1,New Sale,Strata,155,"15,484",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
SENGKANG GRAND RESIDENCES,"1,624,420",936.47,"1,735",Aug-21,COMPASSVALE BOW,New Sale,Strata,87,"18,671",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
SENGKANG GRAND RESIDENCES,"1,782,680","1,022.58","1,743",Aug-21,COMPASSVALE BOW,New Sale,Strata,95,"18,765",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
THE GAZANIA,"2,045,000",990.29,"2,065",Aug-21,HOW SUN DRIVE,New Sale,Strata,92,"22,228",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
FLO RESIDENCE,"680,000",861.12,790,Aug-21,PUNGGOL FIELD WALK,Resale,Strata,80,"8,500",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
A TREASURE TROVE,"1,040,000",914.94,"1,137",Aug-21,PUNGGOL WALK,Resale,Strata,85,"12,235",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
KINGSFORD WATERBAY,"1,290,000",979.52,"1,317",Aug-21,UPPER SERANGOON VIEW,Resale,Strata,91,"14,176",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
SEASONS VIEW,"1,060,000",968.76,"1,094",Aug-21,PEMIMPIN DRIVE,Resale,Strata,90,"11,778",-,Condominium,1,99 yrs lease commencing from 1996,20,Rest of Central Region,01 to 05
SENGKANG GRAND RESIDENCES,"1,640,820",936.47,"1,752",Aug-21,COMPASSVALE BOW,New Sale,Strata,87,"18,860",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
JEWEL @ BUANGKOK,"1,500,000","1,151.75","1,302",Aug-21,COMPASSVALE BOW,Resale,Strata,107,"14,019",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
FLO RESIDENCE,"1,050,000","1,011.82","1,038",Aug-21,PUNGGOL FIELD WALK,Resale,Strata,94,"11,170",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
A TREASURE TROVE,"938,000",775.01,"1,210",Aug-21,PUNGGOL WALK,Resale,Strata,72,"13,028",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
AFFINITY AT SERANGOON,"842,000",473.62,"1,778",Aug-21,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,44,"19,136",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
LA FIESTA,"1,070,000",839.59,"1,274",Aug-21,SENGKANG SQUARE,Resale,Strata,78,"13,718",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
RIVERFRONT RESIDENCES,"950,000",613.55,"1,548",Aug-21,HOUGANG AVENUE 7,Sub Sale,Strata,57,"16,667",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
BOTANIQUE AT BARTLEY,"738,000",516.67,"1,428",Aug-21,UPPER PAYA LEBAR ROAD,Resale,Strata,48,"15,375",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,01 to 05
SUMMER SCENT,"1,320,000","1,065.64","1,239",Aug-21,KANG CHOO BIN ROAD,Resale,Strata,99,"13,333",-,Apartment,1,999 yrs lease commencing from 1883,19,Outside Central Region,01 to 05
COUNTRY ESQUIRE,"2,400,000","1,679.18","1,429",Aug-21,LORONG PUNTONG,Resale,Strata,156,"15,385",-,Condominium,1,Freehold,20,Rest of Central Region,11 to 15
AFFINITY AT SERANGOON,"1,799,000","1,151.75","1,562",Aug-21,SERANGOON NORTH AVENUE 1,New Sale,Strata,107,"16,813",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
BOTANIQUE AT BARTLEY,"1,170,000",731.95,"1,598",Aug-21,UPPER PAYA LEBAR ROAD,Resale,Strata,68,"17,206",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,01 to 05
RIVERFRONT RESIDENCES,"1,052,000",688.9,"1,527",Aug-21,HOUGANG AVENUE 7,New Sale,Strata,64,"16,438",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,16 to 20
THE FLORENCE RESIDENCES,"2,529,000","1,679.18","1,506",Aug-21,HOUGANG AVENUE 2,New Sale,Strata,156,"16,212",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
JEWEL @ BUANGKOK,"1,385,000","1,011.82","1,369",Aug-21,COMPASSVALE BOW,Resale,Strata,94,"14,734",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,16 to 20
THOMSON GRAND,"2,688,000","1,797.59","1,495",Aug-21,SIN MING WALK,Resale,Strata,167,"16,096",-,Condominium,1,99 yrs lease commencing from 2010,20,Rest of Central Region,16 to 20
LA FIESTA,"1,300,000","1,001.05","1,299",Aug-21,SENGKANG SQUARE,Resale,Strata,93,"13,978",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
A TREASURE TROVE,"915,000",775.01,"1,181",Aug-21,PUNGGOL WALK,Resale,Strata,72,"12,708",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
RIVERVALE CREST,"780,000",947.23,823,Aug-21,RIVERVALE CRESCENT,Resale,Strata,88,"8,864",-,Apartment,1,99 yrs lease commencing from 1997,19,Outside Central Region,11 to 15
BRADDELL VIEW,"1,480,000","1,582.31",935,Aug-21,BRADDELL HILL,Resale,Strata,147,"10,068",-,Apartment,1,103 yrs lease commencing from 1977,20,Rest of Central Region,01 to 05
THE LUXURIE,"899,000",731.95,"1,228",Aug-21,COMPASSVALE ROAD,Resale,Strata,68,"13,221",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
RIO VISTA,"1,300,000","1,614.6",805,Aug-21,UPPER SERANGOON VIEW,Resale,Strata,150,"8,667",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,01 to 05
REGENTVILLE,"1,050,000","1,151.75",912,Aug-21,HOUGANG STREET 92,Resale,Strata,107,"9,813",-,Apartment,1,99 yrs lease commencing from 1996,19,Outside Central Region,11 to 15
RIVERSAILS,"1,550,000","1,367.03","1,134",Aug-21,UPPER SERANGOON CRESCENT,Resale,Strata,127,"12,205",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
SKY VUE,"1,980,000","1,140.98","1,735",Aug-21,BISHAN STREET 15,Resale,Strata,106,"18,679",-,Condominium,1,99 yrs lease commencing from 2013,20,Rest of Central Region,11 to 15
GRANDEUR 8,"2,050,000","2,206.62",929,Aug-21,ANG MO KIO CENTRAL 3,Resale,Strata,205,"10,000",-,Condominium,1,99 yrs lease commencing from 2002,20,Outside Central Region,16 to 20
BRADDELL VIEW,"1,470,000","1,614.6",910,Aug-21,BRADDELL HILL,Resale,Strata,150,"9,800",-,Apartment,1,103 yrs lease commencing from 1975,20,Rest of Central Region,06 to 10
KINGSFORD WATERBAY,"1,430,000","1,033.34","1,384",Aug-21,UPPER SERANGOON VIEW,Resale,Strata,96,"14,896",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
A TREASURE TROVE,"1,273,000","1,044.11","1,219",Aug-21,PUNGGOL WALK,Resale,Strata,97,"13,124",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
WATERTOWN,"1,950,000","1,582.31","1,232",Aug-21,PUNGGOL CENTRAL,Resale,Strata,147,"13,265",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
SENGKANG GRAND RESIDENCES,"1,257,600",764.24,"1,646",Aug-21,COMPASSVALE BOW,New Sale,Strata,71,"17,713",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
THE FLORENCE RESIDENCES,"1,657,112","1,011.82","1,638",Aug-21,HOUGANG AVENUE 2,New Sale,Strata,94,"17,629",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
THE FLORENCE RESIDENCES,"1,783,000","1,087.16","1,640",Aug-21,HOUGANG AVENUE 2,New Sale,Strata,101,"17,653",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
WATERTOWN,"1,200,000",807.3,"1,486",Aug-21,PUNGGOL CENTRAL,Resale,Strata,75,"16,000",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
FLO RESIDENCE,"1,500,000","1,754.53",855,Aug-21,PUNGGOL FIELD WALK,Resale,Strata,163,"9,202",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,16 to 20
RIVERFRONT RESIDENCES,"650,000",462.85,"1,404",Aug-21,HOUGANG AVENUE 7,Sub Sale,Strata,43,"15,116",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
RIVERSAILS,"640,000",516.67,"1,239",Aug-21,UPPER SERANGOON CRESCENT,Resale,Strata,48,"13,333",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
CASA ROSA,"1,140,000","1,097.93","1,038",Aug-21,LORONG ONG LYE,Resale,Strata,102,"11,176",-,Condominium,1,99 yrs lease commencing from 1998,19,Outside Central Region,01 to 05
THOMSON THREE,"1,198,000",731.95,"1,637",Aug-21,BRIGHT HILL DRIVE,Resale,Strata,68,"17,618",-,Apartment,1,99 yrs lease commencing from 2012,20,Rest of Central Region,01 to 05
RIVERFRONT RESIDENCES,"1,925,000","1,410.08","1,365",Aug-21,HOUGANG AVENUE 7,New Sale,Strata,131,"14,695",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
BARTLEY RESIDENCES,"1,510,000","1,097.93","1,375",Aug-21,LORONG HOW SUN,Resale,Strata,102,"14,804",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
RIVERFRONT RESIDENCES,"624,500",462.85,"1,349",Aug-21,HOUGANG AVENUE 7,Sub Sale,Strata,43,"14,523",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
THE FLORENCE RESIDENCES,"1,264,000",796.54,"1,587",Aug-21,HOUGANG AVENUE 2,New Sale,Strata,74,"17,081",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,16 to 20
REGENTVILLE,"865,000","1,151.75",751,Aug-21,HOUGANG STREET 92,Resale,Strata,107,"8,084",-,Apartment,1,99 yrs lease commencing from 1996,19,Outside Central Region,01 to 05
RIVERSAILS,"895,000",850.36,"1,053",Aug-21,UPPER SERANGOON CRESCENT,Resale,Strata,79,"11,329",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
RIVER ISLES,"1,400,000","1,227.1","1,141",Aug-21,EDGEDALE PLAINS,Resale,Strata,114,"12,281",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
A TREASURE TROVE,"1,030,000",914.94,"1,126",Aug-21,PUNGGOL WALK,Resale,Strata,85,"12,118",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
JEWEL @ BUANGKOK,"1,910,000","1,560.78","1,224",Aug-21,COMPASSVALE BOW,Resale,Strata,145,"13,172",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
SIN MING PLAZA,"1,860,000","1,474.67","1,261",Aug-21,SIN MING ROAD,Resale,Strata,137,"13,577",-,Apartment,1,Freehold,20,Rest of Central Region,01 to 05
THE MINTON,"1,540,000","1,216.33","1,266",Aug-21,HOUGANG STREET 11,Resale,Strata,113,"13,628",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,11 to 15
BOATHOUSE RESIDENCES,"953,000",914.94,"1,042",Aug-21,UPPER SERANGOON VIEW,Resale,Strata,85,"11,212",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
PARC CENTROS,"1,295,000","1,140.98","1,135",Aug-21,PUNGGOL CENTRAL,Resale,Strata,106,"12,217",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
RIVERSOUND RESIDENCE,"1,830,000","2,120.51",863,Aug-21,SENGKANG EAST AVENUE,Resale,Strata,197,"9,289",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,16 to 20
RIVERFRONT RESIDENCES,"1,274,862",914.94,"1,393",Aug-21,HOUGANG AVENUE 7,New Sale,Strata,85,"14,998",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
THE FLORENCE RESIDENCES,"1,116,000",635.08,"1,757",Aug-21,HOUGANG AVENUE 2,New Sale,Strata,59,"18,915",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
RIVERFRONT RESIDENCES,"1,233,881",914.94,"1,349",Aug-21,HOUGANG AVENUE 7,New Sale,Strata,85,"14,516",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
SENGKANG GRAND RESIDENCES,"1,395,240",764.24,"1,826",Aug-21,COMPASSVALE BOW,New Sale,Strata,71,"19,651",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
THE FLORENCE RESIDENCES,"977,000",527.44,"1,852",Aug-21,HOUGANG AVENUE 2,New Sale,Strata,49,"19,939",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
THE FLORENCE RESIDENCES,"2,058,000","1,280.92","1,607",Aug-21,HOUGANG AVENUE 2,New Sale,Strata,119,"17,294",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
THE FLORENCE RESIDENCES,"1,095,000",635.08,"1,724",Aug-21,HOUGANG AVENUE 2,New Sale,Strata,59,"18,559",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
THE FLORENCE RESIDENCES,"2,581,000","1,679.18","1,537",Aug-21,HOUGANG AVENUE 2,New Sale,Strata,156,"16,545",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
THE FLORENCE RESIDENCES,"1,144,000",635.08,"1,801",Aug-21,HOUGANG AVENUE 2,New Sale,Strata,59,"19,390",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
JADESCAPE,"3,780,000","2,098.98","1,801",Aug-21,SHUNFU ROAD,New Sale,Strata,195,"19,385",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,16 to 20
THE GAZANIA,"1,835,000",882.65,"2,079",Aug-21,HOW SUN DRIVE,New Sale,Strata,82,"22,378",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
RIVERFRONT RESIDENCES,"1,244,250",871.88,"1,427",Aug-21,HOUGANG AVENUE 7,New Sale,Strata,81,"15,361",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
THE FLORENCE RESIDENCES,"1,076,000",635.08,"1,694",Aug-21,HOUGANG AVENUE 2,New Sale,Strata,59,"18,237",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
