Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE MILTONIA RESIDENCES,"975,000",839.59,"1,161",May-25,MILTONIA CLOSE,Resale,Strata,78,"12,500",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
NORTH PARK RESIDENCES,"1,360,000",699.66,"1,944",May-25,YISHUN CENTRAL 1,Resale,Strata,65,"20,923",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
SUNRISE GARDENS,"2,150,000","2,034.4","1,057",May-25,SUNRISE AVENUE,Resale,Strata,189,"11,376",-,Condominium,1,99 yrs lease commencing from 1995,28,Outside Central Region,01 to 05
THE WATERGARDENS AT CANBERRA,"1,320,000",753.48,"1,752",May-25,CANBERRA DRIVE,Sub Sale,Strata,70,"18,857",-,Apartment,1,99 yrs lease commencing from 2020,27,Outside Central Region,01 to 05
H2O RESIDENCES,"1,240,000",882.65,"1,405",May-25,FERNVALE LINK,Resale,Strata,82,"15,122",-,Condominium,1,99 yrs lease commencing from 2010,28,Outside Central Region,16 to 20
HIGH PARK RESIDENCES,"1,960,000","1,151.75","1,702",May-25,FERNVALE ROAD,Resale,Strata,107,"18,318",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,06 to 10
HIGH PARK RESIDENCES,"780,000",462.85,"1,685",May-25,FERNVALE ROAD,Resale,Strata,43,"18,140",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,16 to 20
SYMPHONY SUITES,"1,360,000","1,022.58","1,330",Apr-25,YISHUN CLOSE,Resale,Strata,95,"14,316",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
SUN PLAZA,"1,450,000","1,345.5","1,078",Apr-25,SEMBAWANG DRIVE,Resale,Strata,125,"11,600",-,Apartment,1,99 yrs lease commencing from 1996,27,Outside Central Region,11 to 15
H2O RESIDENCES,"2,200,000","1,388.56","1,584",Apr-25,FERNVALE LINK,Resale,Strata,129,"17,054",-,Condominium,1,99 yrs lease commencing from 2010,28,Outside Central Region,11 to 15
SELETAR PARK RESIDENCE,"1,150,000",839.59,"1,370",Apr-25,SELETAR ROAD,Resale,Strata,78,"14,744",-,Condominium,1,99 yrs lease commencing from 2011,28,Outside Central Region,01 to 05
HIGH PARK RESIDENCES,"940,000",592.02,"1,588",Apr-25,FERNVALE ROAD,Resale,Strata,55,"17,091",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,11 to 15
YISHUN EMERALD,"1,330,000","1,216.33","1,093",Apr-25,CANBERRA DRIVE,Resale,Strata,113,"11,770",-,Condominium,1,99 yrs lease commencing from 1998,27,Outside Central Region,06 to 10
H2O RESIDENCES,"1,828,000","1,227.1","1,490",Apr-25,FERNVALE LINK,Resale,Strata,114,"16,035",-,Condominium,1,99 yrs lease commencing from 2010,28,Outside Central Region,01 to 05
HIGH PARK RESIDENCES,"1,090,000",667.37,"1,633",Apr-25,FERNVALE ROAD,Resale,Strata,62,"17,581",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,11 to 15
HIGH PARK RESIDENCES,"932,000",570.49,"1,634",Apr-25,FERNVALE ROAD,Resale,Strata,53,"17,585",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,06 to 10
PARC BOTANNIA,"1,078,000",667.37,"1,615",Apr-25,FERNVALE STREET,Resale,Strata,62,"17,387",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,01 to 05
HIGH PARK RESIDENCES,"2,385,000","1,442.38","1,654",Apr-25,FERNVALE ROAD,Resale,Strata,134,"17,799",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,11 to 15
THE WISTERIA,"1,010,000",710.42,"1,422",Apr-25,YISHUN RING ROAD,Resale,Strata,66,"15,303",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
ORCHID PARK CONDOMINIUM,"1,000,000",958,"1,044",Apr-25,YISHUN STREET 81,Resale,Strata,89,"11,236",-,Condominium,1,99 yrs lease commencing from 1991,27,Outside Central Region,06 to 10
SKIES MILTONIA,"905,000",742.72,"1,219",Apr-25,MILTONIA CLOSE,Resale,Strata,69,"13,116",-,Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,01 to 05
H2O RESIDENCES,"1,090,000",742.72,"1,468",Apr-25,FERNVALE LINK,Resale,Strata,69,"15,797",-,Condominium,1,99 yrs lease commencing from 2010,28,Outside Central Region,21 to 25
CANBERRA RESIDENCES,"2,325,000","2,023.63","1,149",Apr-25,CANBERRA DRIVE,Resale,Strata,188,"12,367",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
THE WATERGARDENS AT CANBERRA,"1,618,000",904.18,"1,789",Apr-25,CANBERRA DRIVE,Sub Sale,Strata,84,"19,262",-,Apartment,1,99 yrs lease commencing from 2020,27,Outside Central Region,01 to 05
PARC BOTANNIA,"1,670,000","1,033.34","1,616",Apr-25,FERNVALE STREET,Resale,Strata,96,"17,396",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,01 to 05
YISHUN EMERALD,"1,450,000","1,356.26","1,069",Apr-25,CANBERRA DRIVE,Resale,Strata,126,"11,508",-,Condominium,1,99 yrs lease commencing from 1998,27,Outside Central Region,11 to 15
HIGH PARK RESIDENCES,"1,055,000",667.37,"1,581",Apr-25,FERNVALE ROAD,Resale,Strata,62,"17,016",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,06 to 10
SYMPHONY SUITES,"944,000",688.9,"1,370",Apr-25,YISHUN CLOSE,Resale,Strata,64,"14,750",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
SYMPHONY SUITES,"1,380,000","1,022.58","1,350",Apr-25,YISHUN CLOSE,Resale,Strata,95,"14,526",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
HIGH PARK RESIDENCES,"758,333",462.85,"1,638",Apr-25,FERNVALE ROAD,Resale,Strata,43,"17,636",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,01 to 05
HIGH PARK RESIDENCES,"734,000",452.09,"1,624",Apr-25,FERNVALE ROAD,Resale,Strata,42,"17,476",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,01 to 05
SYMPHONY SUITES,"1,060,000",785.77,"1,349",Apr-25,YISHUN CLOSE,Resale,Strata,73,"14,521",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
SYMPHONY SUITES,"1,308,000","1,022.58","1,279",Apr-25,YISHUN CLOSE,Resale,Strata,95,"13,768",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
SUNRISE GARDENS,"1,180,000","1,216.33",970,Apr-25,SUNRISE AVENUE,Resale,Strata,113,"10,442",-,Condominium,1,99 yrs lease commencing from 1995,28,Outside Central Region,01 to 05
HIGH PARK RESIDENCES,"1,038,000",667.37,"1,555",Apr-25,FERNVALE ROAD,Resale,Strata,62,"16,742",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,01 to 05
THE GREENWICH,"835,000",602.78,"1,385",Apr-25,SELETAR ROAD,Resale,Strata,56,"14,911",-,Condominium,1,99 yrs lease commencing from 2009,28,Outside Central Region,01 to 05
THE GREENWICH,"826,000",602.78,"1,370",Apr-25,SELETAR ROAD,Resale,Strata,56,"14,750",-,Condominium,1,99 yrs lease commencing from 2009,28,Outside Central Region,01 to 05
PARC BOTANNIA,"838,000",505.91,"1,656",Apr-25,FERNVALE STREET,Resale,Strata,47,"17,830",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,16 to 20
CANBERRA RESIDENCES,"1,260,000",904.18,"1,394",Apr-25,CANBERRA DRIVE,Resale,Strata,84,"15,000",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
THE WISTERIA,"853,000",635.08,"1,343",Apr-25,YISHUN RING ROAD,Resale,Strata,59,"14,458",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,01 to 05
SELETAR SPRINGS CONDOMINIUM,"1,318,000","1,302.44","1,012",Apr-25,GERALD DRIVE,Resale,Strata,121,"10,893",-,Condominium,1,99 yrs lease commencing from 1997,28,Outside Central Region,01 to 05
SYMPHONY SUITES,"1,350,000","1,022.58","1,320",Apr-25,YISHUN CLOSE,Resale,Strata,95,"14,211",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
RIVERBANK @ FERNVALE,"1,950,000","1,237.86","1,575",Apr-25,FERNVALE CLOSE,Resale,Strata,115,"16,957",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,11 to 15
SELETAR SPRINGS CONDOMINIUM,"2,100,888","1,980.58","1,061",Apr-25,GERALD DRIVE,Resale,Strata,184,"11,418",-,Condominium,1,99 yrs lease commencing from 1997,28,Outside Central Region,01 to 05
YISHUN EMERALD,"1,440,000","1,399.32","1,029",Apr-25,CANBERRA DRIVE,Resale,Strata,130,"11,077",-,Condominium,1,99 yrs lease commencing from 1998,27,Outside Central Region,01 to 05
HIGH PARK RESIDENCES,"1,139,800",667.37,"1,708",Apr-25,FERNVALE ROAD,Resale,Strata,62,"18,384",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,21 to 25
SELETARIS,"1,480,000","1,140.98","1,297",Apr-25,SEMBAWANG ROAD,Resale,Strata,106,"13,962",-,Condominium,1,Freehold,27,Outside Central Region,01 to 05
EIGHT COURTYARDS,"1,400,000","1,087.16","1,288",Apr-25,CANBERRA DRIVE,Resale,Strata,101,"13,861",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
H2O RESIDENCES,"1,100,000",742.72,"1,481",Apr-25,FERNVALE LINK,Resale,Strata,69,"15,942",-,Condominium,1,99 yrs lease commencing from 2010,28,Outside Central Region,21 to 25
RIVERBANK @ FERNVALE,"1,380,000",947.23,"1,457",Apr-25,FERNVALE CLOSE,Resale,Strata,88,"15,682",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,06 to 10
RIVERTREES RESIDENCES,"1,790,000","1,119.46","1,599",Apr-25,FERNVALE CLOSE,Resale,Strata,104,"17,212",-,Apartment,1,99 yrs lease commencing from 2013,28,Outside Central Region,16 to 20
PARC BOTANNIA,"1,638,000",979.52,"1,672",Apr-25,FERNVALE STREET,Resale,Strata,91,"18,000",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,06 to 10
NIM GARDENS,"2,400,000","1,829.88","1,312",Apr-25,NIM ROAD,Resale,Strata,170,"14,118",-,Condominium,1,Freehold,28,Outside Central Region,01 to 05
RIVERTREES RESIDENCES,"855,000",581.26,"1,471",Apr-25,FERNVALE CLOSE,Resale,Strata,54,"15,833",-,Apartment,1,99 yrs lease commencing from 2013,28,Outside Central Region,01 to 05
RIVERTREES RESIDENCES,"770,000",505.91,"1,522",Apr-25,FERNVALE CLOSE,Resale,Strata,47,"16,383",-,Apartment,1,99 yrs lease commencing from 2013,28,Outside Central Region,06 to 10
D'BANYAN,"935,000",828.83,"1,128",Apr-25,JALAN SENDUDOK,Resale,Strata,77,"12,143",-,Apartment,1,999 yrs lease commencing from 1885,27,Outside Central Region,01 to 05
RIVERTREES RESIDENCES,"1,798,888","1,119.46","1,607",Apr-25,FERNVALE CLOSE,Resale,Strata,104,"17,297",-,Apartment,1,99 yrs lease commencing from 2013,28,Outside Central Region,16 to 20
SYMPHONY SUITES,"1,025,000",785.77,"1,304",Apr-25,YISHUN CLOSE,Resale,Strata,73,"14,041",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
NORTH PARK RESIDENCES,"1,058,000",548.96,"1,927",Apr-25,YISHUN CENTRAL 1,Resale,Strata,51,"20,745",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
PARC BOTANNIA,"1,730,000",968.76,"1,786",Apr-25,FERNVALE STREET,Resale,Strata,90,"19,222",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,16 to 20
RIVERTREES RESIDENCES,"1,045,000",699.66,"1,494",Apr-25,FERNVALE CLOSE,Resale,Strata,65,"16,077",-,Apartment,1,99 yrs lease commencing from 2013,28,Outside Central Region,06 to 10
HIGH PARK RESIDENCES,"650,000",398.27,"1,632",Mar-25,FERNVALE ROAD,Resale,Strata,37,"17,568",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,06 to 10
H2O RESIDENCES,"1,130,000",796.54,"1,419",Mar-25,FERNVALE LINK,Resale,Strata,74,"15,270",-,Condominium,1,99 yrs lease commencing from 2010,28,Outside Central Region,06 to 10
MIMOSA PARK,"2,980,000","2,152.8","1,384",Mar-25,MIMOSA ROAD,Resale,Strata,200,"14,900",-,Condominium,1,Freehold,28,Outside Central Region,06 to 10
EIGHT COURTYARDS,"1,530,000","1,130.22","1,354",Mar-25,CANBERRA DRIVE,Resale,Strata,105,"14,571",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,11 to 15
PARC BOTANNIA,"818,000",505.91,"1,617",Mar-25,FERNVALE STREET,Resale,Strata,47,"17,404",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,21 to 25
SELETAR SPRINGS CONDOMINIUM,"1,300,000","1,302.44",998,Mar-25,GERALD DRIVE,Resale,Strata,121,"10,744",-,Condominium,1,99 yrs lease commencing from 1997,28,Outside Central Region,01 to 05
THE WISTERIA,"1,300,000",968.76,"1,342",Mar-25,YISHUN RING ROAD,Resale,Strata,90,"14,444",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
NORTH PARK RESIDENCES,"821,000",430.56,"1,907",Mar-25,YISHUN CENTRAL 1,Resale,Strata,40,"20,525",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
SYMPHONY SUITES,"930,000",688.9,"1,350",Mar-25,YISHUN CLOSE,Resale,Strata,64,"14,531",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15
SUNRISE GARDENS,"1,418,000","1,291.68","1,098",Mar-25,SUNRISE AVENUE,Resale,Strata,120,"11,817",-,Condominium,1,99 yrs lease commencing from 1995,28,Outside Central Region,01 to 05
THE WATERGARDENS AT CANBERRA,"1,355,000",753.48,"1,798",Mar-25,CANBERRA DRIVE,Sub Sale,Strata,70,"19,357",-,Apartment,1,99 yrs lease commencing from 2020,27,Outside Central Region,01 to 05
RIVERBANK @ FERNVALE,"1,550,000","1,044.11","1,485",Mar-25,FERNVALE CLOSE,Resale,Strata,97,"15,979",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,06 to 10
YISHUN SAPPHIRE,"1,278,888","1,205.57","1,061",Mar-25,CANBERRA DRIVE,Resale,Strata,112,"11,419",-,Condominium,1,99 yrs lease commencing from 1998,27,Outside Central Region,01 to 05
SELETAR PARK RESIDENCE,"1,075,000",839.59,"1,280",Mar-25,SELETAR ROAD,Resale,Strata,78,"13,782",-,Condominium,1,99 yrs lease commencing from 2011,28,Outside Central Region,01 to 05
NORTH PARK RESIDENCES,"1,322,000",731.95,"1,806",Mar-25,YISHUN CENTRAL 1,Resale,Strata,68,"19,441",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,01 to 05
THE WISTERIA,"800,000",548.96,"1,457",Mar-25,YISHUN RING ROAD,Resale,Strata,51,"15,686",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
HIGH PARK RESIDENCES,"900,000",592.02,"1,520",Mar-25,FERNVALE ROAD,Resale,Strata,55,"16,364",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,01 to 05
THE ESTUARY,"1,855,000","1,313.21","1,413",Mar-25,YISHUN AVENUE 1,Resale,Strata,122,"15,205",-,Condominium,1,99 yrs lease commencing from 2008,27,Outside Central Region,11 to 15
THE COMMODORE,"1,350,000",742.72,"1,818",Mar-25,CANBERRA DRIVE,Sub Sale,Strata,69,"19,565",-,Condominium,1,99 yrs lease commencing from 2020,27,Outside Central Region,01 to 05
NINE RESIDENCES,"972,000",710.42,"1,368",Mar-25,YISHUN AVENUE 9,Resale,Strata,66,"14,727",-,Apartment,1,99 yrs lease commencing from 2013,27,Outside Central Region,11 to 15
PARC BOTANNIA,"1,720,000",979.52,"1,756",Mar-25,FERNVALE STREET,Resale,Strata,91,"18,901",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,11 to 15
HIGH PARK RESIDENCES,"1,040,000",667.37,"1,558",Mar-25,FERNVALE ROAD,Resale,Strata,62,"16,774",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,06 to 10
ORCHID PARK CONDOMINIUM,"1,200,000","1,140.98","1,052",Mar-25,YISHUN STREET 81,Resale,Strata,106,"11,321",-,Condominium,1,99 yrs lease commencing from 1991,27,Outside Central Region,06 to 10
EUPHONY GARDENS,"1,900,000","2,195.86",865,Mar-25,JALAN MATA AYER,Resale,Strata,204,"9,314",-,Condominium,1,99 yrs lease commencing from 1998,27,Outside Central Region,01 to 05
THE NAUTICAL,"1,155,000",990.29,"1,166",Mar-25,JALAN SENDUDOK,Resale,Strata,92,"12,554",-,Condominium,1,99 yrs lease commencing from 2011,27,Outside Central Region,01 to 05
SKIES MILTONIA,"935,000",710.42,"1,316",Mar-25,MILTONIA CLOSE,Resale,Strata,66,"14,167",-,Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,01 to 05
H2O RESIDENCES,"1,170,000",882.65,"1,326",Mar-25,FERNVALE LINK,Resale,Strata,82,"14,268",-,Condominium,1,99 yrs lease commencing from 2010,28,Outside Central Region,06 to 10
SKIES MILTONIA,"3,050,000","3,024.68","1,008",Mar-25,MILTONIA CLOSE,Resale,Strata,281,"10,854",-,Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,11 to 15
YISHUN SAPPHIRE,"1,575,000","1,431.61","1,100",Mar-25,CANBERRA DRIVE,Resale,Strata,133,"11,842",-,Condominium,1,99 yrs lease commencing from 1998,27,Outside Central Region,01 to 05
RIVERTREES RESIDENCES,"1,435,000",947.23,"1,515",Mar-25,FERNVALE CLOSE,Resale,Strata,88,"16,307",-,Apartment,1,99 yrs lease commencing from 2013,28,Outside Central Region,16 to 20
THE MILTONIA RESIDENCES,"726,000",516.67,"1,405",Mar-25,MILTONIA CLOSE,Resale,Strata,48,"15,125",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
H2O RESIDENCES,"1,075,000",753.48,"1,427",Mar-25,FERNVALE LINK,Resale,Strata,70,"15,357",-,Condominium,1,99 yrs lease commencing from 2010,28,Outside Central Region,16 to 20
NORTH PARK RESIDENCES,"1,360,000",731.95,"1,858",Mar-25,YISHUN CENTRAL 1,Resale,Strata,68,"20,000",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,11 to 15
HIGH PARK RESIDENCES,"950,000",581.26,"1,634",Mar-25,FERNVALE ROAD,Resale,Strata,54,"17,593",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,11 to 15
GRANDE VISTA,"3,400,000","2,701.76","1,258",Mar-25,CACTUS DRIVE,Resale,Strata,251,"13,546",-,Condominium,1,999 yrs lease commencing from 1886,28,Outside Central Region,01 to 05
SELETAR PARK RESIDENCE,"2,028,000","1,377.79","1,472",Mar-25,SELETAR ROAD,Resale,Strata,128,"15,844",-,Condominium,1,99 yrs lease commencing from 2011,28,Outside Central Region,01 to 05
SYMPHONY SUITES,"880,000",688.9,"1,277",Mar-25,YISHUN CLOSE,Resale,Strata,64,"13,750",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
SYMPHONY SUITES,"938,000",688.9,"1,362",Mar-25,YISHUN CLOSE,Resale,Strata,64,"14,656",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15
THE WISTERIA,"1,248,000",893.41,"1,397",Mar-25,YISHUN RING ROAD,Resale,Strata,83,"15,036",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
KANDIS RESIDENCE,"715,000",484.38,"1,476",Mar-25,KANDIS LINK,Resale,Strata,45,"15,889",-,Condominium,1,99 yrs lease commencing from 2016,27,Outside Central Region,01 to 05
PARC BOTANNIA,"1,240,000",785.77,"1,578",Mar-25,FERNVALE STREET,Resale,Strata,73,"16,986",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,06 to 10
THE GREENWICH,"1,118,000",882.65,"1,267",Mar-25,SELETAR ROAD,Resale,Strata,82,"13,634",-,Condominium,1,99 yrs lease commencing from 2009,28,Outside Central Region,01 to 05
RIVERTREES RESIDENCES,"1,800,000","1,119.46","1,608",Mar-25,FERNVALE CLOSE,Resale,Strata,104,"17,308",-,Apartment,1,99 yrs lease commencing from 2013,28,Outside Central Region,11 to 15
